ID,Parent ID,Depth,Subject group,Population,Country,Cohort,Biomarker Time definition,Biospecimen,Analytical method,Biomarker,Biomarker detail,Measurement size,Detected (nb),Detected (%),Detected only?,Arithmetic mean,Arithmetic SD,Geometric mean,Geometric SD,Min,Min (detected),Percentile_05,Percentile_10,Percentile_25,Median,Percentile_75,Percentile_90,Percentile_95,Max,Interquartile range,Mean 95% CI lower,Mean 95% CI upper,GMean 95% CI lower,GMean 95% CI upper,Unit,Converted arithmetic mean,Converted geometric mean,Converted median,Converted unit,Adjustment type,Adjusted on,Regressed on,Expressed as,Publication
14652,,0,Exposed,Bus-garage and waste-collection workers exposed to diesel exhaust,Finland,,Winter - Pre-shift,"Urine, spot",HPLC after enzymatic hydrolysis,1-Hydroxypyrene,"",32,,51.0,,0.13,0.13,,,,,,,,0.1,,,,,,,,,,umol/mol,0.13,,0.10,umol/mol,Density,Creatinine,,,Kuusimaki 2004
14653,,0,Exposed,Bus-garage and waste-collection workers exposed to diesel exhaust,Finland,,Winter - Post-shift (1 week),"Urine, spot",HPLC after enzymatic hydrolysis,2-Hydroxynaphthalene,"",32,,97.0,,3.35,3.01,,,,,,,,2.38,,,,,,,,,,umol/mol,3.35,,2.38,umol/mol,Density,Creatinine,,,Kuusimaki 2004
14654,14657,1,Exposed,Bus-garage and waste-collection workers exposed to diesel exhaust,Finland,,Winter - Post-shift (1 week),"Urine, spot",HPLC after enzymatic hydrolysis,2-Hydroxyphenanthrene,"",32,,35.0,,0.1,0.24,,,,,,,,0.0,,,,,,,,,,umol/mol,0.10,,0.00,umol/mol,Density,Creatinine,,,Kuusimaki 2004
14655,14657,1,Exposed,Bus-garage and waste-collection workers exposed to diesel exhaust,Finland,,Winter - Post-shift (1 week),"Urine, spot",HPLC after enzymatic hydrolysis,3-Hydroxyphenanthrene,"",32,,69.0,,0.21,0.45,,,,,,,,0.12,,,,,,,,,,umol/mol,0.21,,0.12,umol/mol,Density,Creatinine,,,Kuusimaki 2004
14656,14657,1,Exposed,Bus-garage and waste-collection workers exposed to diesel exhaust,Finland,,Winter - Post-shift (1 week),"Urine, spot",HPLC after enzymatic hydrolysis,4-Hydroxyphenanthrene,"",32,,19.0,,0.07,0.16,,,,,,,,0.0,,,,,,,,,,umol/mol,0.07,,0.00,umol/mol,Density,Creatinine,,,Kuusimaki 2004
14657,,0,Exposed,Bus-garage and waste-collection workers exposed to diesel exhaust,Finland,,Winter - Post-shift (1 week),"Urine, spot",HPLC after enzymatic hydrolysis,Hydroxyphenanthrenes,2-Hydroxyphenanthrene + 3-Hydroxyphenanthrene + 4-Hydroxyphenanthrene,32,,88.0,,0.65,1.01,,,,,,,,0.4,,,,,,,,,,umol/mol,0.65,,0.40,umol/mol,Density,Creatinine,,,Kuusimaki 2004
14658,,0,Exposed,Bus-garage and waste-collection workers exposed to diesel exhaust,Finland,,Winter - Post-shift (1 week),"Urine, spot",HPLC after enzymatic hydrolysis,1-Hydroxypyrene,"",32,,68.0,,0.12,0.16,,,,,,,,0.09,,,,,,,,,,umol/mol,0.12,,0.09,umol/mol,Density,Creatinine,,,Kuusimaki 2004
14641,,0,Controls,White-collar workers non-exposed to diesel exhaust,Finland,,Summer,"Urine, spot",HPLC after enzymatic hydrolysis,2-Hydroxynaphthalene,"",38,,95.0,,2.58,2.01,,,,,,,,2.28,,,,,,,,,,umol/mol,2.58,,2.28,umol/mol,Density,Creatinine,,,Kuusimaki 2004
14642,14645,1,Controls,White-collar workers non-exposed to diesel exhaust,Finland,,Summer,"Urine, spot",HPLC after enzymatic hydrolysis,2-Hydroxyphenanthrene,"",38,,26.0,,0.06,0.14,,,,,,,,0.0,,,,,,,,,,umol/mol,0.06,,0.00,umol/mol,Density,Creatinine,,,Kuusimaki 2004
14643,14645,1,Controls,White-collar workers non-exposed to diesel exhaust,Finland,,Summer,"Urine, spot",HPLC after enzymatic hydrolysis,3-Hydroxyphenanthrene,"",38,,37.0,,0.12,0.38,,,,,,,,0.0,,,,,,,,,,umol/mol,0.12,,0.00,umol/mol,Density,Creatinine,,,Kuusimaki 2004
14644,14645,1,Controls,White-collar workers non-exposed to diesel exhaust,Finland,,Summer,"Urine, spot",HPLC after enzymatic hydrolysis,4-Hydroxyphenanthrene,"",38,,18.0,,0.05,0.12,,,,,,,,0.0,,,,,,,,,,umol/mol,0.05,,0.00,umol/mol,Density,Creatinine,,,Kuusimaki 2004
14645,,0,Controls,White-collar workers non-exposed to diesel exhaust,Finland,,Summer,"Urine, spot",HPLC after enzymatic hydrolysis,Hydroxyphenanthrenes,2-Hydroxyphenanthrene + 3-Hydroxyphenanthrene + 4-Hydroxyphenanthrene,38,,68.0,,0.4,0.57,,,,,,,,0.23,,,,,,,,,,umol/mol,0.40,,0.23,umol/mol,Density,Creatinine,,,Kuusimaki 2004
14646,,0,Controls,White-collar workers non-exposed to diesel exhaust,Finland,,Summer,"Urine, spot",HPLC after enzymatic hydrolysis,1-Hydroxypyrene,"",38,,37.0,,0.05,0.09,,,,,,,,0.0,,,,,,,,,,umol/mol,0.05,,0.00,umol/mol,Density,Creatinine,,,Kuusimaki 2004
14659,,0,Controls,White-collar workers non-exposed to diesel exhaust,Finland,,Winter,"Urine, spot",HPLC after enzymatic hydrolysis,2-Hydroxynaphthalene,"",46,,80.0,,2.51,3.75,,,,,,,,1.37,,,,,,,,,,umol/mol,2.51,,1.37,umol/mol,Density,Creatinine,,,Kuusimaki 2004
14660,14663,1,Controls,White-collar workers non-exposed to diesel exhaust,Finland,,Winter,"Urine, spot",HPLC after enzymatic hydrolysis,2-Hydroxyphenanthrene,"",46,,29.0,,0.09,0.23,,,,,,,,0.0,,,,,,,,,,umol/mol,0.09,,0.00,umol/mol,Density,Creatinine,,,Kuusimaki 2004
14661,14663,1,Controls,White-collar workers non-exposed to diesel exhaust,Finland,,Winter,"Urine, spot",HPLC after enzymatic hydrolysis,3-Hydroxyphenanthrene,"",46,,42.0,,0.13,0.35,,,,,,,,0.0,,,,,,,,,,umol/mol,0.13,,0.00,umol/mol,Density,Creatinine,,,Kuusimaki 2004
14662,14663,1,Controls,White-collar workers non-exposed to diesel exhaust,Finland,,Winter,"Urine, spot",HPLC after enzymatic hydrolysis,4-Hydroxyphenanthrene,"",46,,31.0,,0.08,0.17,,,,,,,,0.0,,,,,,,,,,umol/mol,0.08,,0.00,umol/mol,Density,Creatinine,,,Kuusimaki 2004
14663,,0,Controls,White-collar workers non-exposed to diesel exhaust,Finland,,Winter,"Urine, spot",HPLC after enzymatic hydrolysis,Hydroxyphenanthrenes,2-Hydroxyphenanthrene + 3-Hydroxyphenanthrene + 4-Hydroxyphenanthrene,46,,78.0,,0.6,1.27,,,,,,,,0.3,,,,,,,,,,umol/mol,0.60,,0.30,umol/mol,Density,Creatinine,,,Kuusimaki 2004
14664,,0,Controls,White-collar workers non-exposed to diesel exhaust,Finland,,Winter,"Urine, spot",HPLC after enzymatic hydrolysis,1-Hydroxypyrene,"",46,,33.0,,0.06,0.14,,,,,,,,0.0,,,,,,,,,,umol/mol,0.06,,0.00,umol/mol,Density,Creatinine,,,Kuusimaki 2004
14665,,0,Smokers,Male smokers and non-smokers in Paris non-occupationally exposed to PAHs,France,,,"Urine, 24-h",HPLC after enzymatic hydrolysis,1-Hydroxypyrene,"",27,27,,,0.144,,,,0.041,,,,,0.151,,,,0.53,,,,,,umol/mol,0.14,,0.15,umol/mol,Density,Creatinine,,,Lafontaine 2006
14666,,0,Smokers,Male smokers and non-smokers in Paris non-occupationally exposed to PAHs,France,,,"Urine, 24-h",HPLC after enzymatic hydrolysis,1-Hydroxypyrene,"",27,27,,,494.0,,,,129.0,,,,,440.0,,,,1157.0,,,,,,ng/day,0.00,,0.00,mg/day,Crude,,,,Lafontaine 2006
14667,,0,Smokers,Male smokers and non-smokers in Paris non-occupationally exposed to PAHs,France,,,"Urine, 24-h",HPLC after enzymatic hydrolysis,3-Hydroxybenzo[a]pyrene,"",27,18,,,0.03,,,,0.0,,,,,0.023,,,,0.084,,,,,,nmol/mol,0.00,,0.00,umol/mol,Density,Creatinine,,,Lafontaine 2006
14668,,0,Smokers,Male smokers and non-smokers in Paris non-occupationally exposed to PAHs,France,,,"Urine, 24-h",HPLC after enzymatic hydrolysis,3-Hydroxybenzo[a]pyrene,"",27,18,,,131.0,,,,0.0,,,,,97.0,,,,367.0,,,,,,pg/day,0.00,,0.00,mg/day,Crude,,,,Lafontaine 2006
14669,,0,Non-smokers,Male smokers and non-smokers in Paris non-occupationally exposed to PAHs,France,,,"Urine, 24-h",HPLC after enzymatic hydrolysis,1-Hydroxypyrene,"",27,27,,,0.044,,,,0.01,,,,,0.032,,,,0.148,,,,,,umol/mol,0.04,,0.03,umol/mol,Density,Creatinine,,,Lafontaine 2006
14670,,0,Non-smokers,Male smokers and non-smokers in Paris non-occupationally exposed to PAHs,France,,,"Urine, 24-h",HPLC after enzymatic hydrolysis,1-Hydroxypyrene,"",27,27,,,146.0,,,,24.0,,,,,115.0,,,,523.0,,,,,,ng/day,0.00,,0.00,mg/day,Crude,,,,Lafontaine 2006
14671,,0,Non-smokers,Male smokers and non-smokers in Paris non-occupationally exposed to PAHs,France,,,"Urine, 24-h",HPLC after enzymatic hydrolysis,3-Hydroxybenzo[a]pyrene,"",27,5,,,0.014,,,,0.0,,,,,0.011,,,,0.045,,,,,,nmol/mol,0.00,,0.00,umol/mol,Density,Creatinine,,,Lafontaine 2006
14672,,0,Non-smokers,Male smokers and non-smokers in Paris non-occupationally exposed to PAHs,France,,,"Urine, 24-h",HPLC after enzymatic hydrolysis,3-Hydroxybenzo[a]pyrene,"",27,5,,,59.0,,,,0.0,,,,,46.0,,,,224.0,,,,,,pg/day,0.00,,0.00,mg/day,Crude,,,,Lafontaine 2006
14673,,0,All [by smoking status],Men,"Korea, Republic of",,,"Urine, spot",HPLC after enzymatic hydrolysis,1-Hydroxypyrene,"",105,,,,,,0.03,2.14,,,,,,,,,,,,,,,,umol/mol,,0.03,,umol/mol,Density,Creatinine,,,Kim 2003
14674,,0,All [by smoking status],Men,"Korea, Republic of",,,"Urine, spot",HPLC after enzymatic hydrolysis,2-Hydroxynaphthalene,"",105,,,,,,1.95,2.46,,,,,,,,,,,,,,,,umol/mol,,1.95,,umol/mol,Density,Creatinine,,,Kim 2003
14682,,0,Smokers,Men,"Korea, Republic of",,,"Urine, spot",HPLC after enzymatic hydrolysis,1-Hydroxypyrene,"",56,,,,,,0.05,2.14,,,,,,,,,,,,,,,,umol/mol,,0.05,,umol/mol,Density,Creatinine,,,Kim 2003
14683,,0,Smokers,Men,"Korea, Republic of",,,"Urine, spot",HPLC after enzymatic hydrolysis,2-Hydroxynaphthalene,"",56,,,,,,3.53,1.92,,,,,,,,,,,,,,,,umol/mol,,3.53,,umol/mol,Density,Creatinine,,,Kim 2003
14685,,0,Non-smokers,Men,"Korea, Republic of",,,"Urine, spot",HPLC after enzymatic hydrolysis,1-Hydroxypyrene,"",49,,,,,,0.02,1.65,,,,,,,,,,,,,,,,umol/mol,,0.02,,umol/mol,Density,Creatinine,,,Kim 2003
14686,,0,Non-smokers,Men,"Korea, Republic of",,,"Urine, spot",HPLC after enzymatic hydrolysis,2-Hydroxynaphthalene,"",49,,,,,,1.0,1.9,,,,,,,,,,,,,,,,umol/mol,,1.00,,umol/mol,Density,Creatinine,,,Kim 2003
14688,,0,Emission inspection workers,Automobile emission inspection and waste incineration workers exposed to PAHs,"Korea, Republic of",,,"Urine, spot",HPLC after enzymatic hydrolysis,1-Hydroxypyrene,"",24,,,,0.27,0.19,,,0.006,,,,,,,,,0.65,,,,,,umol/mol,0.27,,,umol/mol,Density,Creatinine,,,Sul 2003
14689,,0,Emission inspection workers,Automobile emission inspection and waste incineration workers exposed to PAHs,"Korea, Republic of",,,"Urine, spot",HPLC after enzymatic hydrolysis,2-Hydroxynaphthalene,"",24,,,,4.8,4.01,,,1.092,,,,,,,,,17.734,,,,,,umol/mol,4.80,,,umol/mol,Density,Creatinine,,,Sul 2003
14694,,0,Incineration workers,Automobile emission inspection and waste incineration workers exposed to PAHs,"Korea, Republic of",,,"Urine, spot",HPLC after enzymatic hydrolysis,1-Hydroxypyrene,"",28,,,,0.57,0.46,,,0.127,,,,,,,,,1.485,,,,,,umol/mol,0.57,,,umol/mol,Density,Creatinine,,,Sul 2003
14695,,0,Incineration workers,Automobile emission inspection and waste incineration workers exposed to PAHs,"Korea, Republic of",,,"Urine, spot",HPLC after enzymatic hydrolysis,2-Hydroxynaphthalene,"",28,,,,8.3,4.79,,,1.191,,,,,,,,,17.094,,,,,,umol/mol,8.30,,,umol/mol,Density,Creatinine,,,Sul 2003
14696,,0,Controls,Subjects from an annual health examination at Soonchunghyang University Hospital non-exposed to PAHs,"Korea, Republic of",,,"Urine, spot",HPLC after enzymatic hydrolysis,1-Hydroxypyrene,"",43,,,,0.04,0.03,,,0.004,,,,,,,,,0.663,,,,,,umol/mol,0.04,,,umol/mol,Density,Creatinine,,,Sul 2003
14697,,0,Controls,Subjects from an annual health examination at Soonchunghyang University Hospital non-exposed to PAHs,"Korea, Republic of",,,"Urine, spot",HPLC after enzymatic hydrolysis,2-Hydroxynaphthalene,"",43,,,,2.54,4.53,,,0.081,,,,,,,,,17.794,,,,,,umol/mol,2.54,,,umol/mol,Density,Creatinine,,,Sul 2003
14698,,0,Seoul/Suwon,Subjects from five provinces non-occupationally exposed to PAHs,"Korea, Republic of",,Before breakfast,"Urine, spot",HPLC after enzymatic hydrolysis,1-Hydroxypyrene,"",259,,,,,,0.034,0.001,,,,,,,,,,,,,,,,umol/mol,,0.03,,umol/mol,Density,Creatinine,,,Yang 2003
14699,,0,"Gyeonggi, Chungnam, Chungbuk, and Kyongbuk",Subjects from five provinces non-occupationally exposed to PAHs,"Korea, Republic of",,Before breakfast,"Urine, spot",HPLC after enzymatic hydrolysis,1-Hydroxypyrene,"",401,,,,,,0.025,0.001,,,,,,,,,,,,,,,,umol/mol,,0.03,,umol/mol,Density,Creatinine,,,Yang 2003
14700,,0,Smokers,Subjects from five provinces non-occupationally exposed to PAHs,"Korea, Republic of",,Before breakfast,"Urine, spot",HPLC after enzymatic hydrolysis,1-Hydroxypyrene,"",255,,,,,,0.031,0.001,,,,,,,,,,,,,,,,umol/mol,,0.03,,umol/mol,Density,Creatinine,,,Yang 2003
14701,,0,Non-smokers,Subjects from five provinces non-occupationally exposed to PAHs,"Korea, Republic of",,Before breakfast,"Urine, spot",HPLC after enzymatic hydrolysis,1-Hydroxypyrene,"",405,,,,,,0.028,0.001,,,,,,,,,,,,,,,,umol/mol,,0.03,,umol/mol,Density,Creatinine,,,Yang 2003
14702,,0,All [Gipuzkoa],Pregnant women from Gipuzkoa,Spain,INMA (Environment and Childhood),,"Serum, unspecified",GC-ECD,"p,p'-DDE","",630,,98.0,,,,95.8,,,,,42.4,,,,230.0,,,,,,,,ng/g,,0.10,,ug/g,Density,Lipid,,,Vrijheid 2012
14703,,0,All [Gipuzkoa],Pregnant women from Gipuzkoa,Spain,INMA (Environment and Childhood),,"Serum, unspecified",GC-ECD,PCBs,"",628,,97.0,,,,123.4,,,,,64.1,,,,247.2,,,,,,,,ng/g,,0.12,,ug/g,Density,Lipid,,,Vrijheid 2012
14704,,0,All [Gipuzkoa],Pregnant women from Gipuzkoa,Spain,INMA (Environment and Childhood),,"Serum, unspecified",GC-ECD,Hexachlorobenzene (HCB),"",630,,90.0,,,,32.0,,,,,8.6,,,,83.4,,,,,,,,ng/g,,0.03,,ug/g,Density,Lipid,,,Vrijheid 2012
14705,,0,All [Gipuzkoa],Pregnant women from Gipuzkoa,Spain,INMA (Environment and Childhood),,"Serum, unspecified",GC-ECD,beta-HCH,"",630,,47.0,,,,12.0,,,,,5.3,,,,35.6,,,,,,,,ng/g,,0.01,,ug/g,Density,Lipid,,,Vrijheid 2012
14706,,0,All [Sabadell],Pregnant women from Sabadell,Spain,INMA (Environment and Childhood),,"Serum, unspecified",GC-ECD,"p,p'-DDE","",637,,99.8,,,,125.6,,,,,50.5,,,,361.6,,,,,,,,ng/g,,0.13,,ug/g,Density,Lipid,,,Vrijheid 2012
14707,,0,All [Sabadell],Pregnant women from Sabadell,Spain,INMA (Environment and Childhood),,"Serum, unspecified",GC-ECD,PCBs,"",630,,92.0,,,,76.1,,,,,32.2,,,,152.5,,,,,,,,ng/g,,0.08,,ug/g,Density,Lipid,,,Vrijheid 2012
14708,,0,All [Sabadell],Pregnant women from Sabadell,Spain,INMA (Environment and Childhood),,"Serum, unspecified",GC-ECD,Hexachlorobenzene (HCB),"",637,,90.0,,,,35.2,,,,,10.3,,,,94.8,,,,,,,,ng/g,,0.04,,ug/g,Density,Lipid,,,Vrijheid 2012
14709,,0,All [Sabadell],Pregnant women from Sabadell,Spain,INMA (Environment and Childhood),,"Serum, unspecified",GC-ECD,beta-HCH,"",637,,89.0,,,,30.2,,,,,7.6,,,,73.5,,,,,,,,ng/g,,0.03,,ug/g,Density,Lipid,,,Vrijheid 2012
14710,,0,All [Valencia],Pregnant women from Valencia,Spain,INMA (Environment and Childhood),,"Serum, unspecified",GC-ECD,"p,p'-DDE","",490,,100.0,,,,188.7,,,,,75.4,,,,521.2,,,,,,,,ng/g,,0.19,,ug/g,Density,Lipid,,,Vrijheid 2012
14711,,0,All [Valencia],Pregnant women from Valencia,Spain,INMA (Environment and Childhood),,"Serum, unspecified",GC-ECD,PCBs,"",490,,98.0,,,,121.2,,,,,52.9,,,,247.6,,,,,,,,ng/g,,0.12,,ug/g,Density,Lipid,,,Vrijheid 2012
14712,,0,All [Valencia],Pregnant women from Valencia,Spain,INMA (Environment and Childhood),,"Serum, unspecified",GC-ECD,Hexachlorobenzene (HCB),"",490,,88.0,,,,56.2,,,,,7.0,,,,180.2,,,,,,,,ng/g,,0.06,,ug/g,Density,Lipid,,,Vrijheid 2012
14713,,0,All [Valencia],Pregnant women from Valencia,Spain,INMA (Environment and Childhood),,"Serum, unspecified",GC-ECD,beta-HCH,"",490,,82.0,,,,20.1,,,,,5.5,,,,60.7,,,,,,,,ng/g,,0.02,,ug/g,Density,Lipid,,,Vrijheid 2012
14734,,0,Exposed - Nagasaki,Municipal waste incinerators workers,Japan,,,"Serum, fasting",GC-HRMS,"2,3,7,8-TCDD","",7,,,,1.8,,,,1.2,,,,,1.6,,,,3.2,,,,,,pg/g,0.00,,0.00,ug/g,Density,Lipid,,,Kumagai 2002
14736,,0,Exposed - Nagasaki,Municipal waste incinerators workers,Japan,,,"Serum, fasting",GC-HRMS,"1,2,3,7,8-PeCDD","",7,,,,8.4,,,,4.4,,,,,7.7,,,,15.9,,,,,,pg/g,0.00,,0.00,ug/g,Density,Lipid,,,Kumagai 2002
14738,,0,Exposed - Nagasaki,Municipal waste incinerators workers,Japan,,,"Serum, fasting",GC-HRMS,"1,2,3,4,7,8-HxCDD","",7,,,,3.1,,,,1.7,,,,,3.3,,,,4.6,,,,,,pg/g,0.00,,0.00,ug/g,Density,Lipid,,,Kumagai 2002
14740,,0,Exposed - Nagasaki,Municipal waste incinerators workers,Japan,,,"Serum, fasting",GC-HRMS,"1,2,3,6,7,8-HxCDD","",7,,,,19.1,,,,10.8,,,,,19.5,,,,26.4,,,,,,pg/g,0.00,,0.00,ug/g,Density,Lipid,,,Kumagai 2002
14742,,0,Exposed - Nagasaki,Municipal waste incinerators workers,Japan,,,"Serum, fasting",GC-HRMS,"1,2,3,7,8,9-HxCDD","",7,,,,4.0,,,,2.8,,,,,4.0,,,,5.8,,,,,,pg/g,0.00,,0.00,ug/g,Density,Lipid,,,Kumagai 2002
14744,,0,Exposed - Nagasaki,Municipal waste incinerators workers,Japan,,,"Serum, fasting",GC-HRMS,"1,2,3,4,6,7,8-HpCDD","",7,,,,31.5,,,,8.9,,,,,14.7,,,,126.0,,,,,,pg/g,0.00,,0.00,ug/g,Density,Lipid,,,Kumagai 2002
14746,,0,Exposed - Nagasaki,Municipal waste incinerators workers,Japan,,,"Serum, fasting",GC-HRMS,OCDD,"",7,,,,365.0,,,,79.6,,,,,137.0,,,,1670.0,,,,,,pg/g,0.00,,0.00,ug/g,Density,Lipid,,,Kumagai 2002
14748,,0,Exposed - Nagasaki,Municipal waste incinerators workers,Japan,,,"Serum, fasting",GC-HRMS,"2,3,7,8-TCDF","",7,,,,1.4,,,,0.0,,,,,1.3,,,,2.7,,,,,,pg/g,0.00,,0.00,ug/g,Density,Lipid,,,Kumagai 2002
14750,,0,Exposed - Nagasaki,Municipal waste incinerators workers,Japan,,,"Serum, fasting",GC-HRMS,"1,2,3,7,8-PeCDF","",7,,,,0.9,,,,0.0,,,,,1.0,,,,1.9,,,,,,pg/g,0.00,,0.00,ug/g,Density,Lipid,,,Kumagai 2002
14752,,0,Exposed - Nagasaki,Municipal waste incinerators workers,Japan,,,"Serum, fasting",GC-HRMS,"2,3,4,7,8-PeCDF","",7,,,,15.5,,,,8.8,,,,,15.3,,,,26.8,,,,,,pg/g,0.00,,0.00,ug/g,Density,Lipid,,,Kumagai 2002
14754,,0,Exposed - Nagasaki,Municipal waste incinerators workers,Japan,,,"Serum, fasting",GC-HRMS,"1,2,3,4,7,8-HxCDF","",7,,,,6.2,,,,3.5,,,,,6.1,,,,8.9,,,,,,pg/g,0.00,,0.00,ug/g,Density,Lipid,,,Kumagai 2002
14756,,0,Exposed - Nagasaki,Municipal waste incinerators workers,Japan,,,"Serum, fasting",GC-HRMS,"1,2,3,6,7,8-HxCDF","",7,,,,7.0,,,,5.1,,,,,6.7,,,,8.9,,,,,,pg/g,0.00,,0.00,ug/g,Density,Lipid,,,Kumagai 2002
14758,,0,Exposed - Nagasaki,Municipal waste incinerators workers,Japan,,,"Serum, fasting",GC-HRMS,"1,2,3,7,8,9-HxCDF","",7,,,,0.5,,,,0.0,,,,,0.5,,,,0.0,,,,,,pg/g,0.00,,0.00,ug/g,Density,Lipid,,,Kumagai 2002
14760,,0,Exposed - Nagasaki,Municipal waste incinerators workers,Japan,,,"Serum, fasting",GC-HRMS,"2,3,4,6,7,8-HxCDF","",7,,,,2.9,,,,2.1,,,,,2.9,,,,3.8,,,,,,pg/g,0.00,,0.00,ug/g,Density,Lipid,,,Kumagai 2002
14762,,0,Exposed - Nagasaki,Municipal waste incinerators workers,Japan,,,"Serum, fasting",GC-HRMS,"1,2,3,4,6,7,8-HpCDF","",7,,,,7.5,,,,6.0,,,,,7.5,,,,8.9,,,,,,pg/g,0.00,,0.00,ug/g,Density,Lipid,,,Kumagai 2002
14764,,0,Exposed - Nagasaki,Municipal waste incinerators workers,Japan,,,"Serum, fasting",GC-HRMS,"1,2,3,4,7,8,9-HpCDF","",7,,,,0.8,,,,0.0,,,,,0.5,,,,1.8,,,,,,pg/g,0.00,,0.00,ug/g,Density,Lipid,,,Kumagai 2002
14766,,0,Exposed - Nagasaki,Municipal waste incinerators workers,Japan,,,"Serum, fasting",GC-HRMS,OCDF,"",7,,,,1.0,,,,0.0,,,,,1.0,,,,0.0,,,,,,pg/g,0.00,,0.00,ug/g,Density,Lipid,,,Kumagai 2002
14735,,0,Controls - Nagasaki,Governmental employees non-occupationally exposed to PCDD/Fs,Japan,,,"Serum, fasting",GC-HRMS,"2,3,7,8-TCDD","",7,,,,1.1,,,,0.0,,,,,1.1,,,,1.5,,,,,,pg/g,0.00,,0.00,ug/g,Density,Lipid,,,Kumagai 2002
14737,,0,Controls - Nagasaki,Governmental employees non-occupationally exposed to PCDD/Fs,Japan,,,"Serum, fasting",GC-HRMS,"1,2,3,7,8-PeCDD","",7,,,,6.1,,,,4.2,,,,,6.9,,,,8.2,,,,,,pg/g,0.00,,0.00,ug/g,Density,Lipid,,,Kumagai 2002
14739,,0,Controls - Nagasaki,Governmental employees non-occupationally exposed to PCDD/Fs,Japan,,,"Serum, fasting",GC-HRMS,"1,2,3,4,7,8-HxCDD","",7,,,,2.8,,,,1.8,,,,,2.3,,,,4.9,,,,,,pg/g,0.00,,0.00,ug/g,Density,Lipid,,,Kumagai 2002
14741,,0,Controls - Nagasaki,Governmental employees non-occupationally exposed to PCDD/Fs,Japan,,,"Serum, fasting",GC-HRMS,"1,2,3,6,7,8-HxCDD","",7,,,,18.4,,,,10.7,,,,,18.3,,,,27.3,,,,,,pg/g,0.00,,0.00,ug/g,Density,Lipid,,,Kumagai 2002
14743,,0,Controls - Nagasaki,Governmental employees non-occupationally exposed to PCDD/Fs,Japan,,,"Serum, fasting",GC-HRMS,"1,2,3,7,8,9-HxCDD","",7,,,,4.1,,,,2.2,,,,,3.4,,,,9.8,,,,,,pg/g,0.00,,0.00,ug/g,Density,Lipid,,,Kumagai 2002
14745,,0,Controls - Nagasaki,Governmental employees non-occupationally exposed to PCDD/Fs,Japan,,,"Serum, fasting",GC-HRMS,"1,2,3,4,6,7,8-HpCDD","",7,,,,31.1,,,,16.6,,,,,22.9,,,,92.4,,,,,,pg/g,0.00,,0.00,ug/g,Density,Lipid,,,Kumagai 2002
14747,,0,Controls - Nagasaki,Governmental employees non-occupationally exposed to PCDD/Fs,Japan,,,"Serum, fasting",GC-HRMS,OCDD,"",7,,,,344.0,,,,81.2,,,,,170.0,,,,1460.0,,,,,,pg/g,0.00,,0.00,ug/g,Density,Lipid,,,Kumagai 2002
14749,,0,Controls - Nagasaki,Governmental employees non-occupationally exposed to PCDD/Fs,Japan,,,"Serum, fasting",GC-HRMS,"2,3,7,8-TCDF","",7,,,,0.9,,,,0.0,,,,,0.5,,,,1.8,,,,,,pg/g,0.00,,0.00,ug/g,Density,Lipid,,,Kumagai 2002
14751,,0,Controls - Nagasaki,Governmental employees non-occupationally exposed to PCDD/Fs,Japan,,,"Serum, fasting",GC-HRMS,"1,2,3,7,8-PeCDF","",7,,,,1.0,,,,0.0,,,,,0.5,,,,1.8,,,,,,pg/g,0.00,,0.00,ug/g,Density,Lipid,,,Kumagai 2002
14753,,0,Controls - Nagasaki,Governmental employees non-occupationally exposed to PCDD/Fs,Japan,,,"Serum, fasting",GC-HRMS,"2,3,4,7,8-PeCDF","",7,,,,9.8,,,,6.5,,,,,9.1,,,,13.4,,,,,,pg/g,0.00,,0.00,ug/g,Density,Lipid,,,Kumagai 2002
14755,,0,Controls - Nagasaki,Governmental employees non-occupationally exposed to PCDD/Fs,Japan,,,"Serum, fasting",GC-HRMS,"1,2,3,4,7,8-HxCDF","",7,,,,4.1,,,,2.3,,,,,3.5,,,,8.6,,,,,,pg/g,0.00,,0.00,ug/g,Density,Lipid,,,Kumagai 2002
14757,,0,Controls - Nagasaki,Governmental employees non-occupationally exposed to PCDD/Fs,Japan,,,"Serum, fasting",GC-HRMS,"1,2,3,6,7,8-HxCDF","",7,,,,4.6,,,,2.2,,,,,4.6,,,,10.1,,,,,,pg/g,0.00,,0.00,ug/g,Density,Lipid,,,Kumagai 2002
14759,,0,Controls - Nagasaki,Governmental employees non-occupationally exposed to PCDD/Fs,Japan,,,"Serum, fasting",GC-HRMS,"1,2,3,7,8,9-HxCDF","",7,,,,0.5,,,,0.0,,,,,0.5,,,,0.0,,,,,,pg/g,0.00,,0.00,ug/g,Density,Lipid,,,Kumagai 2002
14761,,0,Controls - Nagasaki,Governmental employees non-occupationally exposed to PCDD/Fs,Japan,,,"Serum, fasting",GC-HRMS,"2,3,4,6,7,8-HxCDF","",7,,,,2.6,,,,1.3,,,,,2.3,,,,4.7,,,,,,pg/g,0.00,,0.00,ug/g,Density,Lipid,,,Kumagai 2002
14763,,0,Controls - Nagasaki,Governmental employees non-occupationally exposed to PCDD/Fs,Japan,,,"Serum, fasting",GC-HRMS,"1,2,3,4,6,7,8-HpCDF","",7,,,,4.8,,,,2.9,,,,,3.7,,,,9.7,,,,,,pg/g,0.00,,0.00,ug/g,Density,Lipid,,,Kumagai 2002
