ID,Intake ID,Excretion ID,Subject group,Population,Country,Cohort,No. of subjects,Intake Assessment method,Intake,Intervention dose,Biospecimen,Analytical method,Biomarker,Structural identification,Feature selection,Area under curve,Sensitivity,Specificity,PLS-DA VIP,Beta coefficient,Beta coefficient p-value,ANOVA p-value,Publication
139,20689,20725,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Citrus fruits,,"Serum, non-fasting",Chromatography,Proline betaine,Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
140,20689,20728,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Citrus fruits,,"Serum, non-fasting",Chromatography,scyllo-Inositol,Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
141,20689,20712,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Citrus fruits,,"Serum, non-fasting",Chromatography,chiro-Inositol,Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
142,20689,20720,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Citrus fruits,,"Serum, non-fasting",Chromatography,N-Methylproline,Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
143,20690,20705,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Green-yellow vegetables,,"Serum, non-fasting",Chromatography,CMPF,Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
144,20691,20705,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Fish,,"Serum, non-fasting",Chromatography,CMPF,Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
145,20691,20714,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Fish,,"Serum, non-fasting",Chromatography,DHA (cis-22:6n-3),Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
146,20691,20716,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Fish,,"Serum, non-fasting",Chromatography,EPA (cis-20:5n-3),Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
147,20691,20701,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Fish,,"Serum, non-fasting",Chromatography,1-Docosahexaenoyl-sn-glycero-3-phosphocholine (PC(22:6/0:0)),Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
148,20692,20705,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Shellfish,,"Serum, non-fasting",Chromatography,CMPF,Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
149,20693,20718,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Butter,,"Serum, non-fasting",Chromatography,Methyl palmitic acid,Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
150,20693,20724,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Butter,,"Serum, non-fasting",Chromatography,Pentadecylic acid (15:0),Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
151,20693,20703,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Butter,,"Serum, non-fasting",Chromatography,10-Undecenoic acid (11:1n1),Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
152,20694,20731,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Nuts,,"Serum, non-fasting",Chromatography,Tryptophan betaine,Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
153,20694,20707,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Nuts,,"Serum, non-fasting",Chromatography,4-Vinylphenol sulfate,Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
154,20695,20730,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Coffee,,"Serum, non-fasting",Chromatography,Trigonelline,Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
155,20695,20727,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Coffee,,"Serum, non-fasting",Chromatography,Quinic acid,Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
156,20695,20702,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Coffee,,"Serum, non-fasting",Chromatography,1-Methylxanthine,Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
157,20695,20723,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Coffee,,"Serum, non-fasting",Chromatography,Paraxanthine,Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
158,20695,20719,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Coffee,,"Serum, non-fasting",Chromatography,N-(2-Furoyl)glycine,Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
159,20695,20711,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Coffee,,"Serum, non-fasting",Chromatography,Catechol sulfate,Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
160,20696,20717,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Liquor,,"Serum, non-fasting",Chromatography,Ethyl glucuronide,Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
161,20697,20717,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Alcoholic beverages,,"Serum, non-fasting",Chromatography,Ethyl glucuronide,Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
162,20732,20734,High and low consumers,Subjects from the PhenoMeNEp substudy classified as coffee consumers and coffee non-consumers,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),39,Dietary record (1-day),Coffee,,"Urine, spot",LC-MS,Atractyligenin glucuronide,"Comparison with standards, search in public databases and literature, in-silico metabolite prediction. Tentative identification.",1-way ANOVA with BH correction (significant at p < 0.05) ; OSC-PLS-DA (significant at VIP > 1),= 98.0, , ,2.98,,,7.47e-9,Rothwell 2014
163,20732,20735,High and low consumers,Subjects from the PhenoMeNEp substudy classified as coffee consumers and coffee non-consumers,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),39,Dietary record (1-day),Coffee,,"Urine, spot",LC-MS,cyclo(Isoleucyl-prolyl),"Comparison with standards, search in public databases and literature, in-silico metabolite prediction. Tentative identification.",1-way ANOVA with BH correction (significant at p < 0.05) ; OSC-PLS-DA (significant at VIP > 1),= 96.9, , ,2.81,,,1.61e-7,Rothwell 2014
164,20732,20736,High and low consumers,Subjects from the PhenoMeNEp substudy classified as coffee consumers and coffee non-consumers,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),39,Dietary record (1-day),Coffee,,"Urine, spot",LC-MS,1-Methylxanthine,"Comparison with standards, search in public databases and literature, in-silico metabolite prediction. Identified by comparison with authentic standard.",1-way ANOVA with BH correction (significant at p < 0.05) ; OSC-PLS-DA (significant at VIP > 1),= 96.5, , ,2.71,,,8.51e-7,Rothwell 2014
165,20732,20737,High and low consumers,Subjects from the PhenoMeNEp substudy classified as coffee consumers and coffee non-consumers,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),39,Dietary record (1-day),Coffee,,"Urine, spot",LC-MS,"1,7-Dimethyluric acid","Comparison with standards, search in public databases and literature, in-silico metabolite prediction. Identified by comparison with authentic standard.",1-way ANOVA with BH correction (significant at p < 0.05) ; OSC-PLS-DA (significant at VIP > 1),= 95.4, , ,2.72,,,8.51e-7,Rothwell 2014
166,20732,20971,High and low consumers,Subjects from the PhenoMeNEp substudy classified as coffee consumers and coffee non-consumers,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),39,Dietary record (1-day),Coffee,,"Urine, spot",LC-MS,Kahweol oxide glucuronide,"Comparison with standards, search in public databases and literature, in-silico metabolite prediction. Tentative identification.",1-way ANOVA with BH correction (significant at p < 0.05) ; OSC-PLS-DA (significant at VIP > 1),= 95.2, , ,2.13,,,1.32e-3,Rothwell 2014
167,20732,20739,High and low consumers,Subjects from the PhenoMeNEp substudy classified as coffee consumers and coffee non-consumers,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),39,Dietary record (1-day),Coffee,,"Urine, spot",LC-MS,1-Methyluric acid,"Comparison with standards, search in public databases and literature, in-silico metabolite prediction. Identified by comparison with authentic standard.",1-way ANOVA with BH correction (significant at p < 0.05) ; OSC-PLS-DA (significant at VIP > 1),= 91.7, , ,2.6,,,6.48e-6,Rothwell 2014
168,20732,20740,High and low consumers,Subjects from the PhenoMeNEp substudy classified as coffee consumers and coffee non-consumers,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),39,Dietary record (1-day),Coffee,,"Urine, spot",LC-MS,Trigonelline,"Comparison with standards, search in public databases and literature, in-silico metabolite prediction. Identified by comparison with authentic standard.",1-way ANOVA with BH correction (significant at p < 0.05) ; OSC-PLS-DA (significant at VIP > 1),= 92.8, , ,2.57,,,8.68e-6,Rothwell 2014
169,20732,20741,High and low consumers,Subjects from the PhenoMeNEp substudy classified as coffee consumers and coffee non-consumers,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),39,Dietary record (1-day),Coffee,,"Urine, spot",LC-MS,Dimethylxanthine glucuronide,"Comparison with standards, search in public databases and literature, in-silico metabolite prediction. Tentative identification.",1-way ANOVA with BH correction (significant at p < 0.05) ; OSC-PLS-DA (significant at VIP > 1),= 89.2, , ,2.43,,,6.75e-5,Rothwell 2014
170,20732,20742,High and low consumers,Subjects from the PhenoMeNEp substudy classified as coffee consumers and coffee non-consumers,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),39,Dietary record (1-day),Coffee,,"Urine, spot",LC-MS,AFMU,"Comparison with standards, search in public databases and literature, in-silico metabolite prediction. Identified by comparison with authentic standard.",1-way ANOVA with BH correction (significant at p < 0.05) ; OSC-PLS-DA (significant at VIP > 1),= 82.8, , ,2.13,,,1.32e-3,Rothwell 2014
172,20732,20744,High and low consumers,Subjects from the PhenoMeNEp substudy classified as coffee consumers and coffee non-consumers,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),39,Dietary record (1-day),Coffee,,"Urine, spot",LC-MS,Hippuric acid,"Comparison with standards, search in public databases and literature, in-silico metabolite prediction. Identified by comparison with authentic standard.",1-way ANOVA with BH correction (significant at p < 0.05) ; OSC-PLS-DA (significant at VIP > 1),= 79.6, , ,2.06,,,2.36e-3,Rothwell 2014
173,20732,20745,High and low consumers,Subjects from the PhenoMeNEp substudy classified as coffee consumers and coffee non-consumers,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),39,Dietary record (1-day),Coffee,,"Urine, spot",LC-MS,"1,3,7-Trimethyluric acid","Comparison with standards, search in public databases and literature, in-silico metabolite prediction. Tentative identification.",1-way ANOVA with BH correction (significant at p < 0.05) ; OSC-PLS-DA (significant at VIP > 1),= 81.8, , ,2.01,,,3.28e-3,Rothwell 2014
174,20732,20746,High and low consumers,Subjects from the PhenoMeNEp substudy classified as coffee consumers and coffee non-consumers,France,SU.VI.MAX (SUpplementation en VItamines et Mineraux AntioXydants),39,Dietary record (1-day),Coffee,,"Urine, spot",LC-MS,Paraxanthine,"Comparison with standards, search in public databases and literature, in-silico metabolite prediction. Identified by comparison with authentic standard.",1-way ANOVA with BH correction (significant at p < 0.05) ; OSC-PLS-DA (significant at VIP > 1),= 89.8, , ,1.98,,,3.85e-3,Rothwell 2014
175,20698,20722,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Vitamin supplements,,"Serum, non-fasting",Chromatography,Pantothenic acid,Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
176,20698,20726,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Vitamin supplements,,"Serum, non-fasting",Chromatography,4-Pyridoxic acid,Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
177,20698,20709,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Vitamin supplements,,"Serum, non-fasting",Chromatography,alpha-Tocopherol,Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
178,20698,20729,All,Cases and controls in a case-control study on colorectal cancer,United States,"PLCO (Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial)",502,Food Frequency Questionnaire (FFQ),Vitamin supplements,,"Serum, non-fasting",Chromatography,Threonic acid,Metabolon,Partial Pearson correlation with Bonferroni correction (significant at p < 1.093x10-6), , , ,,,,,Guertin 2014
179,20753,20807,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Citrus fruits,,"Urine, overnight",LC-MS,Proline betaine,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
180,20841,20844,All,"Participants randomly assigned to 3 parallel interventions (healthy diet (HD), whole-grain-enriched diet (WGED), control diet) during 12 weeks",Finland,Sysdimet-HealthGrain intervention,106,Dietary record (4-day),Fatty fish,,"Plasma, fasting",LC-MS,CMPF,"MS/MS spectral comparison of pure standards, search in public databases (HMDB, Metlin, ChemSpider, SciFinder) and literature. Identification by standard.",Student's t-test with BH correction (significant at Pcorr < 0.05) ; PLS-DA, , , ,,,,,Hanhineva 2015
181,20842,20845,All,"Participants randomly assigned to 3 parallel interventions (healthy diet (HD), whole-grain-enriched diet (WGED), control diet) during 12 weeks",Finland,Sysdimet-HealthGrain intervention,106,Dietary record (4-day),Berries,,"Plasma, fasting",LC-MS,Hippuric acid,"MS/MS spectral comparison of pure standards, search in public databases (HMDB, Metlin, ChemSpider, SciFinder) and literature. Identification by standard.",Student's t-test with BH correction (significant at Pcorr < 0.05) ; PLS-DA, , , ,,,,,Hanhineva 2015
182,20843,20846,All,"Participants randomly assigned to 3 parallel interventions (healthy diet (HD), whole-grain-enriched diet (WGED), control diet) during 12 weeks",Finland,Sysdimet-HealthGrain intervention,106,Dietary record (4-day),Whole grain cereals,,"Plasma, fasting",LC-MS,5-n-Nonadecylresorcinol (C19:0) glucuronide,"MS/MS spectral comparison of pure standards, search in public databases (HMDB, Metlin, ChemSpider, SciFinder) and literature. Identification by manual MS/MS spectral interpretation.",Student's t-test with BH correction (significant at Pcorr < 0.05) ; PLS-DA, , , ,,,,,Hanhineva 2015
183,20843,20847,All,"Participants randomly assigned to 3 parallel interventions (healthy diet (HD), whole-grain-enriched diet (WGED), control diet) during 12 weeks",Finland,Sysdimet-HealthGrain intervention,106,Dietary record (4-day),Whole grain cereals,,"Plasma, fasting",LC-MS,5-n-(16-Heneicosenyl)-resorcinol (C21:1) glucuronide,"MS/MS spectral comparison of pure standards, search in public databases (HMDB, Metlin, ChemSpider, SciFinder) and literature. Identification by manual MS/MS spectral interpretation.",Student's t-test with BH correction (significant at Pcorr < 0.05) ; PLS-DA, , , ,,,,,Hanhineva 2015
184,20848,20851,All,"Volunteers fed a standardized test breakfast containing one of 4 tested foods (salmon, broccoli, raspberry, whole-grain wheat biscuits)",United Kingdom,MEDE (MEtabolomics to characterise Dietary Exposure),24,Intervention,Fish,60 g smoked salmon trimmings or 200 g steamed broccoli florets or 200 g raspberries or 2 biscuits,"Urine, spot",Mass spectrometry (MS),Anserine,"Accurate masses queried against MZedDB, fragmentation analysis (FT-ICR-MS and FIE-MSn) of commercial standards, comparisons with spectra in public databases and literature. Match with standard.",Random forest (significant at IS > 0.002) ; ROC (significant at AUC > 0.90) ; Welch's t-test with p-value correction (significant at p < 1x10-5), , , ,,,,,Lloyd 2011
185,20848,20852,All,"Volunteers fed a standardized test breakfast containing one of 4 tested foods (salmon, broccoli, raspberry, whole-grain wheat biscuits)",United Kingdom,MEDE (MEtabolomics to characterise Dietary Exposure),24,Intervention,Fish,60 g smoked salmon trimmings or 200 g steamed broccoli florets or 200 g raspberries or 2 biscuits,"Urine, spot",Mass spectrometry (MS),Methylhistidine,"Accurate masses queried against MZedDB, fragmentation analysis (FT-ICR-MS and FIE-MSn) of commercial standards, comparisons with spectra in public databases and literature. Match mixture of 1- and 3-methylhistidine.",Random forest (significant at IS > 0.002) ; ROC (significant at AUC > 0.90) ; Welch's t-test with p-value correction (significant at p < 1x10-5), , , ,,,,,Lloyd 2011
186,20848,20853,All,"Volunteers fed a standardized test breakfast containing one of 4 tested foods (salmon, broccoli, raspberry, whole-grain wheat biscuits)",United Kingdom,MEDE (MEtabolomics to characterise Dietary Exposure),24,Intervention,Fish,60 g smoked salmon trimmings or 200 g steamed broccoli florets or 200 g raspberries or 2 biscuits,"Urine, spot",Mass spectrometry (MS),Trimethylamine N-oxide,"Accurate masses queried against MZedDB, fragmentation analysis (FT-ICR-MS and FIE-MSn) of commercial standards, comparisons with spectra in public databases and literature. Match with standard.",Random forest (significant at IS > 0.002) ; ROC (significant at AUC > 0.90) ; Welch's t-test with p-value correction (significant at p < 1x10-5), , , ,,,,,Lloyd 2011
187,20849,20854,All,"Volunteers fed a standardized test breakfast containing one of 4 tested foods (salmon, broccoli, raspberry, whole-grain wheat biscuits)",United Kingdom,MEDE (MEtabolomics to characterise Dietary Exposure),24,Intervention,Berries,60 g smoked salmon trimmings or 200 g steamed broccoli florets or 200 g raspberries or 2 biscuits,"Urine, spot",Mass spectrometry (MS),Caffeoyl sulfate,"Accurate masses queried against MZedDB, fragmentation analysis (FT-ICR-MS and FIE-MSn) of commercial standards, comparisons with spectra in public databases and literature. Match with aglycone standard and literature.",Random forest (significant at IS > 0.002) ; ROC (significant at AUC > 0.90) ; Welch's t-test with p-value correction (significant at p < 1x10-5), , , ,,,,,Lloyd 2011
188,20849,20855,All,"Volunteers fed a standardized test breakfast containing one of 4 tested foods (salmon, broccoli, raspberry, whole-grain wheat biscuits)",United Kingdom,MEDE (MEtabolomics to characterise Dietary Exposure),24,Intervention,Berries,60 g smoked salmon trimmings or 200 g steamed broccoli florets or 200 g raspberries or 2 biscuits,"Urine, spot",Mass spectrometry (MS),Ascorbic acid,"Accurate masses queried against MZedDB, fragmentation analysis (FT-ICR-MS and FIE-MSn) of commercial standards, comparisons with spectra in public databases and literature. Match with standard.",Random forest (significant at IS > 0.002) ; ROC (significant at AUC > 0.90) ; Welch's t-test with p-value correction (significant at p < 1x10-5), , , ,,,,,Lloyd 2011
189,20849,20856,All,"Volunteers fed a standardized test breakfast containing one of 4 tested foods (salmon, broccoli, raspberry, whole-grain wheat biscuits)",United Kingdom,MEDE (MEtabolomics to characterise Dietary Exposure),24,Intervention,Berries,60 g smoked salmon trimmings or 200 g steamed broccoli florets or 200 g raspberries or 2 biscuits,"Urine, spot",Mass spectrometry (MS),Methyl(epi)catechin sulfate,"Accurate masses queried against MZedDB, fragmentation analysis (FT-ICR-MS and FIE-MSn) of commercial standards, comparisons with spectra in public databases and literature. Match with literature.",Random forest (significant at IS > 0.002) ; ROC (significant at AUC > 0.90) ; Welch's t-test with p-value correction (significant at p < 1x10-5), , , ,,,,,Lloyd 2011
190,20849,20857,All,"Volunteers fed a standardized test breakfast containing one of 4 tested foods (salmon, broccoli, raspberry, whole-grain wheat biscuits)",United Kingdom,MEDE (MEtabolomics to characterise Dietary Exposure),24,Intervention,Berries,60 g smoked salmon trimmings or 200 g steamed broccoli florets or 200 g raspberries or 2 biscuits,"Urine, spot",Mass spectrometry (MS),Hydroxyhippuric acid,"Accurate masses queried against MZedDB, fragmentation analysis (FT-ICR-MS and FIE-MSn) of commercial standards, comparisons with spectra in public databases and literature. Match 3- and 4-hydroxyhippuric acid.",Random forest (significant at IS > 0.002) ; ROC (significant at AUC > 0.90) ; Welch's t-test with p-value correction (significant at p < 1x10-5), , , ,,,,,Lloyd 2011
191,20849,20858,All,"Volunteers fed a standardized test breakfast containing one of 4 tested foods (salmon, broccoli, raspberry, whole-grain wheat biscuits)",United Kingdom,MEDE (MEtabolomics to characterise Dietary Exposure),24,Intervention,Berries,60 g smoked salmon trimmings or 200 g steamed broccoli florets or 200 g raspberries or 2 biscuits,"Urine, spot",Mass spectrometry (MS),Naringenin glucuronide,"Accurate masses queried against MZedDB, fragmentation analysis (FT-ICR-MS and FIE-MSn) of commercial standards, comparisons with spectra in public databases and literature. Match with aglycone standard.",Random forest (significant at IS > 0.002) ; ROC (significant at AUC > 0.90) ; Welch's t-test with p-value correction (significant at p < 1x10-5), , , ,,,,,Lloyd 2011
192,20850,20855,All,"Volunteers fed a standardized test breakfast containing one of 4 tested foods (salmon, broccoli, raspberry, whole-grain wheat biscuits)",United Kingdom,MEDE (MEtabolomics to characterise Dietary Exposure),24,Intervention,Broccoli,60 g smoked salmon trimmings or 200 g steamed broccoli florets or 200 g raspberries or 2 biscuits,"Urine, spot",Mass spectrometry (MS),Ascorbic acid,"Accurate masses queried against MZedDB, fragmentation analysis (FT-ICR-MS and FIE-MSn) of commercial standards, comparisons with spectra in public databases and literature. Match with standard.",Random forest (significant at IS > 0.002) ; ROC (significant at AUC > 0.90) ; Welch's t-test with p-value correction (significant at p < 1x10-5), , , ,,,,,Lloyd 2011
193,20850,20858,All,"Volunteers fed a standardized test breakfast containing one of 4 tested foods (salmon, broccoli, raspberry, whole-grain wheat biscuits)",United Kingdom,MEDE (MEtabolomics to characterise Dietary Exposure),24,Intervention,Broccoli,60 g smoked salmon trimmings or 200 g steamed broccoli florets or 200 g raspberries or 2 biscuits,"Urine, spot",Mass spectrometry (MS),Naringenin glucuronide,"Accurate masses queried against MZedDB, fragmentation analysis (FT-ICR-MS and FIE-MSn) of commercial standards, comparisons with spectra in public databases and literature. Match with aglycone standard.",Random forest (significant at IS > 0.002) ; ROC (significant at AUC > 0.90) ; Welch's t-test with p-value correction (significant at p < 1x10-5), , , ,,,,,Lloyd 2011
194,20753,20806,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Citrus fruits,,"Urine, overnight",GC-MS,scyllo-Inositol,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
195,20753,20798,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Citrus fruits,,"Urine, overnight",LC-MS,N-Methylproline,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
196,20753,20797,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Citrus fruits,,"Urine, overnight",GC-MS,N-Methylglutamic acid,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
197,20753,20788,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Citrus fruits,,"Urine, overnight",GC-MS,chiro-Inositol,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
198,20753,20786,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Citrus fruits,,"Urine, overnight",LC-MS,4-Hydroxyproline betaine,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
199,20753,20832,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Citrus fruits,,"Serum, fasting and non-fasting",LC-MS,Proline betaine,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
200,20753,20831,All,Cases and controls in a case-control study on colorectal adenoma,United States,Navy Colon Adenoma Study,253,Food Frequency Questionnaire (FFQ),Citrus fruits,,"Serum, fasting and non-fasting",GC-MS,scyllo-Inositol,Metabolon,Partial Pearson correlation with BH correction (significant at p < 0.1 and r >= +/- 0.25), , , ,,,,,Playdon 2016
