"accession","InChIKey","Name","PrecursorMZ","Ion_mode"
"MSBNK-Nihon_Univ-NU000788","WBWWGRHZICKQGZ-HZAMXZRMSA-N","2-{[(3alpha,5beta,7alpha,12alpha)-3,7,12-Trihydroxy-24-oxocholan-24-yl]amino}ethanesulfonic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000642","PFMAXGIVRQIQPX-VSYGMGLYSA-N","3a,7a,16b-(OH)3-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000677","IOOKJGQHLHXYEF-FFFIEFPASA-N","3,7-Dioxo-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000781","AWDRATDZQPNJFN-VAYUFCLWSA-N","Tauro 3a,12a-(OH)2-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000172","ZHCAAZIHTDCFJX-QLEQUTGBSA-N","7alpha,12alpha-Dihydroxy-5beta-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000709","ZKGCEXPUCJDWMB-YNIOQRCUSA-N","7-Oxo-5a-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000506","DKPMWHFRUGMUKF-UEARECNKSA-N","3b,6a,7b-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000356","BHQCQFFYRZLCQQ-ODBXGGFUSA-N","3beta,7beta,12beta-Trihydroxy-5alpha-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000834","QJZCNFGUZPMYAX-BUXLTGKBSA-N","N-[(3a,5b,12a)-12-Hydroxy-24-oxo-3-(sulfooxy)cholan-24-yl]glycine",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000334","BHQCQFFYRZLCQQ-OFYMMLAUSA-N","3alpha,7alpha,12beta-Trihydroxy-5alpha-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000505","DKPMWHFRUGMUKF-RIDSGAKHSA-N","3b,6a,7a-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000266","RUDATBOHQWOJDD-SHOXBNBYSA-N","3alpha,7beta-Dihydroxy-5alpha-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000824","DKXXSIJHWWVNMO-GYPHWSFCSA-N","Glyco 3a-sulfate-7a-OH-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000240","SMEROWZSTRWXGI-XBESLWPFSA-N","3beta-Hydroxy-5alpha-cholan-24-oic acid","375.29","NEGATIVE"
"MSBNK-Nihon_Univ-NU000635","KAOKDEFHEADBNL-IXFPQTCNSA-N","3a,7b,15b-(OH)3-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000459","AOZMFMMOEOBOTA-YVHYCUFNSA-N","6b-Hydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000299","KXGVEGMKQFWNSR-QVJCARKASA-N","3beta,12beta-Dihydroxy-5alpha-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000204","BHQCQFFYRZLCQQ-IDIMTOGTSA-N","3alpha,7alpha,12beta-Trihydroxy-5beta-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000816","FHXBAFXQVZOILS-OETIFKLTSA-N","Glyco 3a-sulfate-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000832","QJZCNFGUZPMYAX-BUXLTGKBSA-N","N-[(3a,5b,12a)-12-Hydroxy-24-oxo-3-(sulfooxy)cholan-24-yl]glycine",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000161","KXGVEGMKQFWNSR-OFYXWCICSA-N","3beta,12alpha-Dihydroxy-5beta-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000166","KXGVEGMKQFWNSR-BYGCHKRWSA-N","3beta,12beta-Dihydroxy-5beta-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000148","RUDATBOHQWOJDD-DNMBCGTGSA-N","3beta,7beta-Dihydroxy-5beta-cholan-24-oic acid","391.29","NEGATIVE"
"MSBNK-Nihon_Univ-NU000200","BHQCQFFYRZLCQQ-UTLSPDKDSA-N","3alpha,7beta,12alpha-Trihydroxy-5beta-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000683","XNTYYYINMGRBQW-ZEZONBOOSA-N","3,12-Dioxo-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000196","BHQCQFFYRZLCQQ-UTLSPDKDSA-N","3alpha,7beta,12alpha-Trihydroxy-5beta-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000617","OGSDYCPNYNWUNN-QGGGRKECSA-N","3a,7b,14a-(OH)3-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000160","KXGVEGMKQFWNSR-MFSKYVBHSA-N","3alpha,12beta-Dihydroxy-5beta-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000428","FRYVQXCDSBCDAU-AKDOOQIZSA-N","3a,4b,12a-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000291","KXGVEGMKQFWNSR-UPSXFCICSA-N","3beta,12alpha-Dihydroxy-5alpha-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000385","XKHVNTXVBMJZFA-HATFSDQTSA-N","2b,3a-Dihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000476","DGABKXLVXPYZII-UNSLZIRMSA-N","3b,6b-Dihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000541","COCMFMBNEAMQMA-NQTCFNIESA-N","3a,6a,7a,12a-Tetrahydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000554","COCMFMBNEAMQMA-KREOYVNCSA-N","3a,6b,7b,12a-(OH)4- 5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000397","IMMADCCLTPCOKH-HNWZYOJHSA-N","2b,3a,7a,12a-Tetrahydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000624","KAOKDEFHEADBNL-BLLLHDCFSA-N","3a,7a,15a-(OH)3-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000543","COCMFMBNEAMQMA-NQTCFNIESA-N","3a,6a,7a,12a-Tetrahydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000512","DKPMWHFRUGMUKF-HJNWHKLXSA-N","3b,6b,7a-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000317","ZHCAAZIHTDCFJX-JLXCKZAHSA-N","7beta,12beta-Dihydroxy-5alpha-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000598","DKPMWHFRUGMUKF-HPGNVJJPSA-N","3a,6b,7b-Trihydroxy-5a-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000241","JVMCMMXFADJQKU-HELGRDCBSA-N","7alpha-Hydroxy-5alpha-cholan-24-oic acid","375.29","NEGATIVE"
"MSBNK-Nihon_Univ-NU000149","RUDATBOHQWOJDD-DNMBCGTGSA-N","3beta,7beta-Dihydroxy-5beta-cholan-24-oic acid","391.29","NEGATIVE"
"MSBNK-Nihon_Univ-NU000209","BHQCQFFYRZLCQQ-BJOVICNYSA-N","3alpha,7beta,12beta-Trihydroxy-5beta-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000586","DGABKXLVXPYZII-VDMUPYQOSA-N","3b,6b-(OH)2-5a-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000488","DKPMWHFRUGMUKF-NTPBNISXSA-N","3a,6a,7b-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000208","BHQCQFFYRZLCQQ-BJOVICNYSA-N","3alpha,7beta,12beta-Trihydroxy-5beta-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000103","SMEROWZSTRWXGI-HVATVPOCSA-N","3alpha-Hydroxy-5beta-cholan-24-oic acid","375.29","NEGATIVE"
"MSBNK-Nihon_Univ-NU000128","OBUOWZOYJNAMCZ-ORVKXXEISA-N","12beta-Hydroxy-5beta-cholan-24-oic acid","375.29","NEGATIVE"
"MSBNK-Nihon_Univ-NU000429","FRYVQXCDSBCDAU-AKDOOQIZSA-N","3a,4b,12a-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000412","LKUNZSUKADSCME-IJJHXVMPSA-N","3b,4b-Dihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000144","RUDATBOHQWOJDD-JGFDLHJZSA-N","3beta,7alpha-Dihydroxy-5beta-cholan-24-oic acid","391.29","NEGATIVE"
"MSBNK-Nihon_Univ-NU000614","OGSDYCPNYNWUNN-XJKBFLKTSA-N","3a,7a,14a-(OH)3-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000280","RUDATBOHQWOJDD-IMRDPUKRSA-N","3beta,7beta-Dihydroxy-5alpha-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000320","ZHCAAZIHTDCFJX-JLXCKZAHSA-N","7beta,12beta-Dihydroxy-5alpha-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000843","HSNPMXROZIQAQD-GBURMNQMSA-N","3alpha-Sulfatolithocholyltaurine",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000689","WHQYZHCEDYYAAN-CFXISUNGSA-N","7,12-Dioxo-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000438","FRYVQXCDSBCDAU-UPASIMOQSA-N","3b,4a,12a-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000219","BHQCQFFYRZLCQQ-NSYKHXCCSA-N","3beta,7beta,12alpha-Trihydroxy-5beta-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000417","AIHWGPJJINPTRP-GYNBETSRSA-N","3a,4b,7a-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000117","JVMCMMXFADJQKU-KEUPPCRPSA-N","7beta-Hydroxy-5beta-cholan-24-oic acid","375.29","NEGATIVE"
"MSBNK-Nihon_Univ-NU000192","BHQCQFFYRZLCQQ-OELDTZBJSA-N","3alpha,7alpha,12alpha-Trihydroxy-5beta-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000527","GCAHOAMXTYBLNZ-KKKVDMSXSA-N","3a,6b,12a-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000286","KXGVEGMKQFWNSR-WFTUMUMQSA-N","3alpha,12beta-Dihydroxy-5alpha-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000237","SMEROWZSTRWXGI-XBESLWPFSA-N","3beta-Hydroxy-5alpha-cholan-24-oic acid","375.29","NEGATIVE"
"MSBNK-Nihon_Univ-NU000507","DKPMWHFRUGMUKF-UEARECNKSA-N","3b,6a,7b-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000176","ZHCAAZIHTDCFJX-CIKBIKKZSA-N","7alpha,12beta-Dihydroxy-5beta-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000633","KAOKDEFHEADBNL-IXFPQTCNSA-N","3a,7b,15b-(OH)3-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000775","BHTRKEVKTKCXOH-BJLOMENOSA-N","Tauro 3a,7a-(OH)2-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000394","JVRPXPQFLWKXPC-WLZJUEHXSA-N","2b,3a,12a-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000471","DGABKXLVXPYZII-MMTMODRTSA-N","3b,6a-Dihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000351","BHQCQFFYRZLCQQ-HZYSRDACSA-N","3beta,7alpha,12beta-Trihydroxy-5alpha-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000233","SMEROWZSTRWXGI-NWFSOSCSSA-N","3alpha-Hydroxy-5alpha-cholan-24-oic acid","375.29","NEGATIVE"
"MSBNK-Nihon_Univ-NU000466","DGABKXLVXPYZII-PLYQRAMGSA-N","3a,6b-Dihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000462","DGABKXLVXPYZII-SIBKNCMHSA-N","3a,6a-Dihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000826","DKXXSIJHWWVNMO-XROMFQGDSA-N","Glyco 3a-sulfate-7b-OH-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000501","DKPMWHFRUGMUKF-RIDSGAKHSA-N","3b,6a,7a-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000730","XNTYYYINMGRBQW-ZSZPYHQRSA-N","3,12-Dioxo-5a-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000251","OBUOWZOYJNAMCZ-SFDBLMKMSA-N","12alpha-Hydroxy-5alpha-cholan-24-oic acid","375.29","NEGATIVE"
"MSBNK-Nihon_Univ-NU000198","BHQCQFFYRZLCQQ-UTLSPDKDSA-N","3alpha,7beta,12alpha-Trihydroxy-5beta-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000226","BHQCQFFYRZLCQQ-SHFFZNEJSA-N","3beta,7beta,12beta-Trihydroxy-5beta-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000474","DGABKXLVXPYZII-MMTMODRTSA-N","3b,6a-Dihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000321","BHQCQFFYRZLCQQ-PGHAKIONSA-N","3alpha,7alpha,12alpha-Trihydroxy-5alpha-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000366","GYUVAHWOVINGNE-RWXZXXAWSA-N","1b,3a,7a-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000764","RFDAIACWWDREDC-FRVQLJSFSA-N","N-[(3alpha,5beta,7alpha,12alpha)-3,7,12-Trihydroxy-24-oxocholan-24-yl]glycine",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000207","BHQCQFFYRZLCQQ-BJOVICNYSA-N","3alpha,7beta,12beta-Trihydroxy-5beta-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000377","UYVVLXVBEQAATF-WAIVXGPNSA-N","1b,3a,7a,12a-Tetrahydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000545","COCMFMBNEAMQMA-NQTCFNIESA-N","3a,6a,7a,12a-Tetrahydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000168","KXGVEGMKQFWNSR-BYGCHKRWSA-N","3beta,12beta-Dihydroxy-5beta-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000413","LKUNZSUKADSCME-IJJHXVMPSA-N","3b,4b-Dihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000744","XBSQTYHEGZTYJE-OETIFKLTSA-N","N-(3a-Hydroxy-5b-cholan-24-oyl)-glycine",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000510","DKPMWHFRUGMUKF-UEARECNKSA-N","3b,6a,7b-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000518","DKPMWHFRUGMUKF-UGHKWEQFSA-N","3b,6b,7b-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000292","KXGVEGMKQFWNSR-UPSXFCICSA-N","3beta,12alpha-Dihydroxy-5alpha-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000262","RUDATBOHQWOJDD-IKAPKQLESA-N","3alpha,7alpha-Dihydroxy-5alpha-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000828","DKXXSIJHWWVNMO-XROMFQGDSA-N","Glyco 3a-sulfate-7b-OH-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000467","DGABKXLVXPYZII-PLYQRAMGSA-N","3a,6b-Dihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000570","DGABKXLVXPYZII-COEWOFGRSA-N","3a,6b-Dihydroxy-5a-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000314","ZHCAAZIHTDCFJX-NGPAMCMXSA-N","7beta,12alpha-Dihydroxy-5alpha-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000105","SMEROWZSTRWXGI-HVATVPOCSA-N","3alpha-Hydroxy-5beta-cholan-24-oic acid","375.29","NEGATIVE"
"MSBNK-Nihon_Univ-NU000613","OGSDYCPNYNWUNN-XJKBFLKTSA-N","3a,7a,14a-(OH)3-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000212","BHQCQFFYRZLCQQ-UXWVVXDJSA-N","3beta,7alpha,12alpha-Trihydroxy-5beta-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000322","BHQCQFFYRZLCQQ-PGHAKIONSA-N","3alpha,7alpha,12alpha-Trihydroxy-5alpha-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000729","XNTYYYINMGRBQW-ZSZPYHQRSA-N","3,12-Dioxo-5a-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000699","KIQFUORWRVZTHT-LZQMWTLUSA-N","3-Oxo-5a-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000777","BHTRKEVKTKCXOH-LBSADWJPSA-N","2-{[(3alpha,5beta,7beta)-3,7-Dihydroxy-24-oxocholan-24-yl]amino}ethanesulfonic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000143","RUDATBOHQWOJDD-JGFDLHJZSA-N","3beta,7alpha-Dihydroxy-5beta-cholan-24-oic acid","391.29","NEGATIVE"
"MSBNK-Nihon_Univ-NU000539","GCAHOAMXTYBLNZ-AKWKSDJWSA-N","3b,6b,12a-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000181","ZHCAAZIHTDCFJX-BJMHMCHXSA-N","7beta,12alpha-Dihydroxy-5beta-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000499","DKPMWHFRUGMUKF-CRKPLTDNSA-N","3a,6b,7b-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000504","DKPMWHFRUGMUKF-RIDSGAKHSA-N","3b,6a,7a-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000486","DKPMWHFRUGMUKF-NTPBNISXSA-N","3a,6a,7b-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000799","WHMOBEGYTDWMIG-BSWAIDMHSA-N","3a-Sulfooxy-7a-OH-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000632","KAOKDEFHEADBNL-IXFPQTCNSA-N","3a,7b,15b-(OH)3-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000202","BHQCQFFYRZLCQQ-IDIMTOGTSA-N","3alpha,7alpha,12beta-Trihydroxy-5beta-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000225","BHQCQFFYRZLCQQ-WZNOYYHXSA-N","3beta,7alpha,12beta-Trihydroxy-5beta-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000728","XNTYYYINMGRBQW-ZSZPYHQRSA-N","3,12-Dioxo-5a-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000396","IMMADCCLTPCOKH-HNWZYOJHSA-N","2b,3a,7a,12a-Tetrahydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000102","SMEROWZSTRWXGI-HVATVPOCSA-N","3alpha-Hydroxy-5beta-cholan-24-oic acid","375.29","NEGATIVE"
"MSBNK-Nihon_Univ-NU000566","DGABKXLVXPYZII-COEWOFGRSA-N","3a,6b-Dihydroxy-5a-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000239","SMEROWZSTRWXGI-XBESLWPFSA-N","3beta-Hydroxy-5alpha-cholan-24-oic acid","375.29","NEGATIVE"
"MSBNK-Nihon_Univ-NU000779","BHTRKEVKTKCXOH-LBSADWJPSA-N","2-{[(3alpha,5beta,7beta)-3,7-Dihydroxy-24-oxocholan-24-yl]amino}ethanesulfonic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000434","FRYVQXCDSBCDAU-RRYZYELHSA-N","3b,4b,12a-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000537","GCAHOAMXTYBLNZ-AKWKSDJWSA-N","3b,6b,12a-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000398","IMMADCCLTPCOKH-HNWZYOJHSA-N","2b,3a,7a,12a-Tetrahydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000389","NVTDAUYTNRUBQY-QCICEKRZSA-N","2b,3a,7a-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000363","BASPEALOGWANGT-ZGCQFCDISA-N","1b,3a-Dihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000193","BHQCQFFYRZLCQQ-OELDTZBJSA-N","3alpha,7alpha,12alpha-Trihydroxy-5beta-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000187","ZHCAAZIHTDCFJX-RTHCORENSA-N","7beta,12beta-Dihydroxy-5beta-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000502","DKPMWHFRUGMUKF-RIDSGAKHSA-N","3b,6a,7a-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000503","DKPMWHFRUGMUKF-RIDSGAKHSA-N","3b,6a,7a-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000495","DKPMWHFRUGMUKF-GDYCBZMLSA-N","3a,6b,7a-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000456","AOZMFMMOEOBOTA-YVHYCUFNSA-N","6b-Hydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000170","KXGVEGMKQFWNSR-BYGCHKRWSA-N","3beta,12beta-Dihydroxy-5beta-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000585","DGABKXLVXPYZII-FIJOHTIXSA-N","3b,6a-(OH)2-5a-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000719","AWINBLVINXVKTE-DLKBGQMWSA-N","3,6-Dioxo-5a-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000164","KXGVEGMKQFWNSR-OFYXWCICSA-N","3beta,12alpha-Dihydroxy-5beta-cholan-24-oic acid","391.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000403","LKUNZSUKADSCME-MZWKDJGJSA-N","3a,4b-Dihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000712","RVGVSOKFBAOUCH-XNOSPDIJSA-N","12-Oxo-5a-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000840","ZXUWKFXQTSOVDY-FRVQLJSFSA-N","N-[(3a,5b,7a,12a)-7,12-Dihydroxy-24-oxo-3-(sulfooxy)cholan-24-yl]glycine",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000836","ZXUWKFXQTSOVDY-FRVQLJSFSA-N","N-[(3a,5b,7a,12a)-7,12-Dihydroxy-24-oxo-3-(sulfooxy)cholan-24-yl]glycine",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000544","COCMFMBNEAMQMA-NQTCFNIESA-N","3a,6a,7a,12a-Tetrahydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000795","AXDXVEYHEODSPN-HVATVPOCSA-N","3a-Sulfooxy-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000531","GCAHOAMXTYBLNZ-GSQHVTSPSA-N","3b,6a,12a-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000447","WGGZRKVUOFMQHM-VCELIZGUSA-N","3b,4b,7a,12a-Tetrahydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000672","AWINBLVINXVKTE-FSILYXOFSA-N","3,6-Dioxo-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000663","ZKGCEXPUCJDWMB-ZRDLOGARSA-N","7-Oxo-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000421","AIHWGPJJINPTRP-HDTBEFIJSA-N","3b,4b,7a-Trihydroxy-5b-cholan-24-oic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000797","WHMOBEGYTDWMIG-BSWAIDMHSA-N","3a-Sulfooxy-7a-OH-5b-cholanic acid",NA,"NEGATIVE"
"MSBNK-Nihon_Univ-NU000323","BHQCQFFYRZLCQQ-PGHAKIONSA-N","3alpha,7alpha,12alpha-Trihydroxy-5alpha-cholan-24-oic acid","407.28","NEGATIVE"
"MSBNK-Nihon_Univ-NU000833","QJZCNFGUZPMYAX-BUXLTGKBSA-N","N-[(3a,5b,12a)-12-Hydroxy-24-oxo-3-(sulfooxy)cholan-24-yl]glycine",NA,"NEGATIVE"
