"","inchikey","id","name","precursormz","mass","hmdb","dsstox","t3db","foodb","refmet","chebi"
"116665","MHKLKWCYGIBEQF-UHFFFAOYSA-N","SM884202","2-Morpholinothiobenzothiazole","253.0464",NA,NA,"DTXSID0021096",NA,NA,NA,NA
"116680","MHLHEINWUCSPTL-UHFFFAOYSA-N","O=C(O)CC1(O)C(O)=NC=2C=CC=CC21","NCGC00385842-01_C10H9NO4_(3-Hydroxy-2-oxo-2,3-dihydro-1H-indol-3-yl)acetic acid","208.06",207.053157781,NA,"DTXSID50440735",NA,"FDB018478",NA,NA
"116682","MHMRAFONCSQAIA-UHFFFAOYSA-N","O=C(NC=1C(=O)N(C2=CSSC12)C)C","Thiolutin","229.01",228.00271889,"HMDB0034228","DTXSID0040624",NA,"FDB012539",NA,156450
"116685","MHWLWQUZZRMNGJ-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO003628","Nalidixate","233",232.08479226,"HMDB0014917","DTXSID3020912",NA,"FDB020181","Nalidixic acid",100147
"116698","MHWLWQUZZRMNGJ-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO009131","Nalidixate","233/205",232.08479226,"HMDB0014917","DTXSID3020912",NA,"FDB020181","Nalidixic acid",100147
"116712","MIABSAQIFYEDJP-UHFFFAOYSA-N","EA292502","Perfluorodecyl phosphate","544.9805",NA,NA,NA,NA,NA,NA,83541
"116749","MICBIPJWKDDGNL-FILYMEKXSA-N","MSBNK-MSSJ-MSJ00140","beta-Zeacarotene","538.45330",538.453851,NA,NA,NA,NA,"beta-Zeacarotene",27533
"116753","MIJKZXWOOXIEEU-UHFFFAOYSA-N","O=C(O)C1=C(O)C(=C(OC(=O)C2=C(OC)C(=C(OC)C=C2C)C)C=C1C)C","Diffractaic Acid","375.143798828125",NA,NA,"DTXSID40195883",NA,NA,NA,NA
"116759","MIJKZXWOOXIEEU-UHFFFAOYSA-N","O=C(O)C1=C(O)C(=C(OC(=O)C2=C(OC)C(=C(OC)C=C2C)C)C=C1C)C","Diffractaic Acid","397.05969780816",NA,NA,"DTXSID40195883",NA,NA,NA,NA
"116768","MIJKZXWOOXIEEU-UHFFFAOYSA-N","CCMSLIB00005719791","Diffractaic acid","771.263",NA,NA,"DTXSID40195883",NA,NA,NA,NA
"116769","MIJKZXWOOXIEEU-UHFFFAOYSA-N","CCMSLIB00005719792","Diffractaic acid","766.307",NA,NA,"DTXSID40195883",NA,NA,NA,NA
"116780","MIJKZXWOOXIEEU-UHFFFAOYSA-N","CCMSLIB00005719793","Diffractaic acid","438.153",NA,NA,"DTXSID40195883",NA,NA,NA,NA
"116781","MIJYXULNPSFWEK-GTOFXWBISA-N","O=C(O)C12CCC(C)(C)CC2C3=CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC1","oleanolic acid","479.35",456.360345406,"HMDB0002364","DTXSID50858790",NA,"FDB013034","Oleanolic acid",37659
"116782","MIJYXULNPSFWEK-GTOFXWBISA-N","O=C(O)C12CCC(C)(C)CC2C3=CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC1","oleanolic acid","457.37",456.360345406,"HMDB0002364","DTXSID50858790",NA,"FDB013034","Oleanolic acid",37659
"117469","MIJYXULNPSFWEK-KDQGZELNSA-N","O=C(O)C12CCC(C)(C)CC2C3=CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC1","3-Epioleanolic acid","457.36",456.360345402,"HMDB0036962",NA,NA,"FDB015933",NA,NA
"117471","MIJYXULNPSFWEK-KDQGZELNSA-N","O=C(O)C12CCC(C)(C)CC2C3=CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC1","3-Epioleanolic acid","479.35",456.360345402,"HMDB0036962",NA,NA,"FDB015933",NA,NA
"117481","MIKUYHXYGGJMLM-UUOKFMHZSA-N","O=C1N=C(N)C=2N=CN(C2N1)C3OC(CO)C(O)C3O","Crotonoside","306.08",283.09167,NA,NA,NA,NA,"Crotonoside",NA
"117482","MIKUYHXYGGJMLM-UUOKFMHZSA-N","O=C1N=C(N)C=2N=CN(C2N1)C3OC(CO)C(O)C3O","Crotonoside","284.1",283.09167,NA,NA,NA,NA,"Crotonoside",NA
"117545","MINDHVHHQZYEEK-HBBNESRFSA-N","O=C(O)CCCCCCCCOC(=O)C=C(C)CC1OCC(CC2OC2C(C)C(O)C)C(O)C1O","MLS001074711-01!Mupirocin","501.313",500.298533006,"HMDB0014554","DTXSID0046438",NA,NA,"Mupirocin",7025
"117546","MINDHVHHQZYEEK-HBBNESRFSA-N","VF-NPL-LTQ000387","Camalexin","239.093551220537",500.298533006,"HMDB0014554","DTXSID0046438",NA,NA,"Mupirocin",7025
"117547","MINDHVHHQZYEEK-HBBNESRFSA-N","VF-NPL-LTQ007778","Salicylic Acid","139.052155190326",500.298533006,"HMDB0014554","DTXSID0046438",NA,NA,"Mupirocin",7025
"117548","MINDHVHHQZYEEK-HBBNESRFSA-N","O=C(O)CCCCCCCCOC(=O)C=C(C)CC1OCC(CC2OC2C(C)C(O)C)C(O)C1O","Sinalbin (p-Hydroxybenzylglucosinolate)","425.774172269381",500.298533006,"HMDB0014554","DTXSID0046438",NA,NA,"Mupirocin",7025
"117549","MINDHVHHQZYEEK-HBBNESRFSA-N","VF-NPL-LTQ007762","MUPIROCIN","539.281354538938",500.298533006,"HMDB0014554","DTXSID0046438",NA,NA,"Mupirocin",7025
"117550","MINDHVHHQZYEEK-HBBNESRFSA-N","O=C(O)CCCCCCCCOC(=O)C=C(C)CC1OCC(CC2OC2C(C)C(O)C)C(O)C1O","Sulforaphane","195.059229784673",500.298533006,"HMDB0014554","DTXSID0046438",NA,NA,"Mupirocin",7025
"117559","MINDHVHHQZYEEK-HBBNESRFSA-N","VF-NPL-LTQ000362","3-Indoleacetic acid (IAA)","214.038493379633",500.298533006,"HMDB0014554","DTXSID0046438",NA,NA,"Mupirocin",7025
"117571","MIQPIUSUKVNLNT-UHFFFAOYSA-N","CCMSLIB00000078626","Tolcapone","274.071",273.063722467,"HMDB0014468","DTXSID3023685","T3D2751",NA,"Tolcapone",63630
"117573","MISLOXVLNGPFID-UHFFFAOYSA-N","PR310687","Soyasapogenol B base + O-HexA-HexA-dHex, O-C6H7O3(DDMP)","1083.5341",1082.529774308,"HMDB0034544",NA,NA,"FDB013048",NA,NA
"117577","MIVGUYBAQIHKPJ-UHFFFAOYSA-N","O=C(O)CCC(=O)N(O)CCCCCN=C(O)CCC(=O)N(O)CCCCCN=C(O)CCC(=O)N(O)CCCCCN","Desferrioxamine G1","619.365",NA,NA,"DTXSID10466012",NA,NA,NA,50439
"117581","MIWPBXQTBYPJEF-XBXARRHUSA-N","VF-NPL-LTQ000998","piperettine","338.157510089059",315.183443671,"HMDB0030185",NA,NA,"FDB002001",NA,NA
"117583","MIWPBXQTBYPJEF-XBXARRHUSA-N","VF-NPL-QTOF009329","piperettine","316.1907",315.183443671,"HMDB0030185",NA,NA,"FDB002001",NA,NA
"117590","MIWRSUQXSCLDNV-UHFFFAOYSA-N","AU206502","Metribuzin-desamino","200.0852",NA,NA,"DTXSID0052839",NA,NA,NA,NA
"117621","MIZGSAALSYARKU-UHFFFAOYSA-N","AU244801","Cashmeran","207.1743",NA,NA,"DTXSID8047399",NA,NA,NA,NA
"117625","MIZMDSVSLSIMSC-VYLWARHZSA-N","AC000459","Enniatin B","662.3982",639.409482,NA,NA,NA,NA,"Enniatin B",64649
"117626","MIZMDSVSLSIMSC-VYLWARHZSA-N","CCMSLIB00000846051","NCGC00180529-03!(3S,6R,9S,12R,15S,18R)-4,10,16-trimethyl-3,6,9,12,15,18-hexa(propan-2-yl)-1,7,13-trioxa-4,10,16-triazacyclooctadecane-2,5,8,11,14,17-hexone","640.416",639.409482,NA,NA,NA,NA,"Enniatin B",64649
"117628","MIZMDSVSLSIMSC-VYLWARHZSA-N","CCMSLIB00000846054","NCGC00180529-03!(3S,6R,9S,12R,15S,18R)-4,10,16-trimethyl-3,6,9,12,15,18-hexa(propan-2-yl)-1,7,13-trioxa-4,10,16-triazacyclooctadecane-2,5,8,11,14,17-hexone","657.443",639.409482,NA,NA,NA,NA,"Enniatin B",64649
"117631","MIZMDSVSLSIMSC-VYLWARHZSA-N","CCMSLIB00005723173","NCGC00180529-03!(3S,6R,9S,12R,15S,18R)-4,10,16-trimethyl-3,6,9,12,15,18-hexa(propan-2-yl)-1,7,13-trioxa-4,10,16-triazacyclooctadecane-2,5,8,11,14,17-hexone [IIN-based on: CCMSLIB00000846051]","678.37",639.409482,NA,NA,NA,NA,"Enniatin B",64649
"117632","MIZMDSVSLSIMSC-VYLWARHZSA-N","CCMSLIB00005723171","NCGC00180529-03!(3S,6R,9S,12R,15S,18R)-4,10,16-trimethyl-3,6,9,12,15,18-hexa(propan-2-yl)-1,7,13-trioxa-4,10,16-triazacyclooctadecane-2,5,8,11,14,17-hexone [IIN-based on: CCMSLIB00000846051]","339.685",639.409482,NA,NA,NA,NA,"Enniatin B",64649
"117645","MIZMDSVSLSIMSC-VYLWARHZSA-N","CCMSLIB00005721132","NCGC00180529-03!(3S,6R,9S,12R,15S,18R)-4,10,16-trimethyl-3,6,9,12,15,18-hexa(propan-2-yl)-1,7,13-trioxa-4,10,16-triazacyclooctadecane-2,5,8,11,14,17-hexone [IIN-based on: CCMSLIB00000846056]","1279.82",639.409482,NA,NA,NA,NA,"Enniatin B",64649
"117657","MJALVONLCNWZHK-UHFFFAOYSA-N","MSBNK-BGC_Munich-RP018702","Phenanzine-1_6-dicarboxylic acid","269.0557",268.048407,NA,"DTXSID80178014",NA,NA,"Phenazine-1,6-dicarboxylic acid",70231
"117665","MJBPUQUGJNAPAZ-AWEZNQCLSA-N","O=C1C2=CC=C(O)C=C2OC(C3=CC=C(O)C(O)=C3)C1","Butin","295.05",272.068473494,NA,"DTXSID60197708",NA,"FDB001471",NA,27725
"117672","MJBPUQUGJNAPAZ-AWEZNQCLSA-N","O=C1C2=CC=C(O)C=C2OC(C3=CC=C(O)C(O)=C3)C1","Butin","273.07",272.068473494,NA,"DTXSID60197708",NA,"FDB001471",NA,27725
"117735","MJBPUQUGJNAPAZ-UHFFFAOYSA-N","O=C1C2=CC=C(O)C=C2OC(C3=CC=C(O)C(O)=C3)C1","NCGC00180724-02!2-(3,4-dihydroxyphenyl)-7-hydroxy-2,3-dihydrochromen-4-one","273.075",272.068473486,"HMDB0249463",NA,NA,NA,NA,NA
"117750","MJBPUQUGJNAPAZ-UHFFFAOYSA-N","CCMSLIB00000848800","NCGC00180724-02!2-(3,4-dihydroxyphenyl)-7-hydroxy-2,3-dihydrochromen-4-one","255.064",272.068473486,"HMDB0249463",NA,NA,NA,NA,NA
"117755","MJBWDEQAUQTVKK-IAGOWNOFSA-N","MSBNK-AAFC-AC000049","Aflatoxin M1","351.047",328.058302738,"HMDB0030479",NA,NA,NA,NA,78576
"117757","MJBWDEQAUQTVKK-IAGOWNOFSA-N","MSBNK-AAFC-AC000044","Aflatoxin M1","329.065",328.058302738,"HMDB0030479",NA,NA,NA,NA,78576
"117769","MJIHNNLFOKEZEW-UHFFFAOYSA-N","EQ313701","Lansoprazole","370.0832",369.075882012,"HMDB0005008","DTXSID4023200",NA,"FDB023581","Lansoprazole",6375
"117773","MJIHNNLFOKEZEW-UHFFFAOYSA-N","O=S(C1=NC=2C=CC=CC2N1)CC3=NC=CC(OCC(F)(F)F)=C3C","Lansoprazole","392.065",369.075882012,"HMDB0005008","DTXSID4023200",NA,"FDB023581","Lansoprazole",6375
"117800","MJJALKDDGIKVBE-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU251206","Ebastin","470.3054",469.298079497,"HMDB0060159","DTXSID6046472",NA,NA,NA,NA
"117816","MJLXQSQYKZWZCB-DQFWFXSYSA-N","MoNA018924","Linoleyl-carnitine; AIF; CE30; CorrDec","424.342132568359",NA,NA,NA,NA,NA,NA,84098
"117826","MJLXQSQYKZWZCB-OKLKQMLOSA-N","CCMSLIB00004684230","Linoleyl Carnitine","424.34",423.334858933,NA,NA,NA,"FDB023921",NA,72715
"117828","MJOGVUMPZLEYIH-UHFFFAOYSA-N","O=C(OC)C=1C=C(O)C=C2OC3=CC(=CC(O)=C3C(=O)C21)C","NCGC00381124-01!methyl 3,8-dihydroxy-6-methyl-9-oxoxanthene-1-carboxylate","301.07",NA,NA,NA,NA,NA,NA,68288
"117838","MJVAVZPDRWSRRC-UHFFFAOYSA-N","CCMSLIB00000078355","Menadione","173.06",172.0524295,"HMDB0001892","DTXSID4021715","T3D2704","FDB000953","Menadione",28869
"117844","MKAFOJAJJMUXLW-UHFFFAOYSA-N","MSBNK-Eawag-EA103402","N-Desmethylvenlafaxine","264.1958",263.188529049,"HMDB0013892",NA,NA,NA,NA,83525
"117884","MKCFBJDWCJAOTN-GXSJLCMTSA-N","O=C1C2=CC(Br)=C(Br)N2C3NC(=N)NC43N1CCC4","Dibromophakellin - CASMI2016 Category 1 - Challenge 6","387.94",NA,NA,NA,NA,NA,NA,65762
"117887","MKDKGLNKTMDNHY-UHFFFAOYSA-N","O=C(C=C(C)CCO)N(O)CCCC1NC(=O)C(NC1=O)CCCN(O)C(=O)C=C(C)CCO","Dimerum acid [M-H2+Fe]","538.172",484.253314135,"HMDB0251372",NA,NA,NA,NA,NA
"117889","MKGZDUKUQPPHFM-LPJPOILFSA-N","VF-NPL-QTOF009723","STIGMASTA-4,22-DIEN-3-ONE","411.3611",410.354866094,"HMDB0302659",NA,NA,"FDB005657",NA,NA
"117891","MKGZDUKUQPPHFM-LPJPOILFSA-N","VF-NPL-QTOF009725","STIGMASTA-4,22-DIEN-3-ONE","433.3454",410.354866094,"HMDB0302659",NA,NA,"FDB005657",NA,NA
"117900","MKMZAENVDZADSW-RRKCRQDMSA-N","VF-NPL-QEHF000501","2'-Deoxyadenosine cyclic 3',5'-(hydrogen phosphate)","336.046813964844",NA,NA,NA,NA,NA,NA,28074
"117901","MKMZAENVDZADSW-RRKCRQDMSA-N","VF-NPL-QEHF000497","2'-Deoxyadenosine cyclic 3',5'-(hydrogen phosphate)","314.064880371094",NA,NA,NA,NA,NA,NA,28074
"117920","MKPDWECBUAZOHP-AFYJWTTESA-N","MSBNK-Athens_Univ-AU282006","Paramethasone","393.2072",392.199902243,"HMDB0015462","DTXSID3023421",NA,NA,"Paramethasone",NA
"117932","MKSVFGKWZLUTTO-FZFAUISWSA-N","Cl.Cl.OC(=NC1C(O)C(OC1CO)N2C=NC=3C2=NC=NC3N(C)C)C(N)CC4=CC=C(OC)C=C4","PUROMYCIN HYDROCHLORIDE","582.139526367188",NA,NA,"DTXSID7045861",NA,NA,NA,NA
"117934","MKSVFGKWZLUTTO-FZFAUISWSA-N","VF-NPL-QEHF027625","PUROMYCIN HYDROCHLORIDE","566.165588378906",NA,NA,"DTXSID7045861",NA,NA,NA,NA
"117938","MKSVFGKWZLUTTO-FZFAUISWSA-N","VF-NPL-QEHF027621","PUROMYCIN HYDROCHLORIDE","544.183654785156",NA,NA,"DTXSID7045861",NA,NA,NA,NA
"117942","MKSVFGKWZLUTTO-FZFAUISWSA-N","VF-NPL-QEHF027632","PUROMYCIN HYDROCHLORIDE","561.210205078125",NA,NA,"DTXSID7045861",NA,NA,NA,NA
"117956","MKUXAQIIEYXACX-UHFFFAOYSA-N","KO002213","Acyclovir","226",225.086189243,"HMDB0014925","DTXSID1022556",NA,NA,"Aciclovir",2453
"117982","MKWKNSIESPFAQN-UHFFFAOYSA-N","C1CCC(CC1)NCCS(=O)(=O)O","CHES; CE30; MKWKNSIESPFAQN-UHFFFAOYSA-N","208.100204467773",207.092914105,"HMDB0255106","DTXSID7059274",NA,NA,NA,44302
"117988","MKXKFYHWDHIYRV-UHFFFAOYSA-N","AU235002","Flutamide","277.0795",276.072176843,"HMDB0014642","DTXSID7032004","T3D4768",NA,"Flutamide",5132
"118004","MKXZASYAUGDDCJ-NJAFHUGGSA-N","EA282405","Dextromethorphan","272.2009",271.193614,NA,"DTXSID3022908",NA,NA,"Dextromethorphan",4470
"118052","MKXZASYAUGDDCJ-UHFFFAOYSA-N","CO000124","Dextromethorphan","272.20155",271.193614429,"HMDB0242610",NA,NA,NA,NA,146178
"118060","MKXZASYAUGDDCJ-UHFFFAOYSA-N","O(C1=CC=C2C(=C1)C34CCN(C)C(C2)C4CCCC3)C","Dextromethorphan-d3","275.221",271.193614429,"HMDB0242610",NA,NA,NA,NA,146178
"118064","MKYUCBXUUSZMQB-MKZMYESJSA-N","VF-NPL-QTOF000052","(10E,15Z)-9,12,13-trihydroxyoctadeca-10,15-dienoic acid","351.2133",328.224974134,"HMDB0035919",NA,NA,"FDB014713",NA,91218
"118065","MKYUCBXUUSZMQB-MKZMYESJSA-N","VF-NPL-QTOF000047","(10E,15Z)-9,12,13-trihydroxyoctadeca-10,15-dienoic acid","346.2575",328.224974134,"HMDB0035919",NA,NA,"FDB014713",NA,91218
"118075","MLBHFBKZUPLWBD-UHFFFAOYSA-N","MSBNK-Eawag-EQ346806","Norfenfluramine","204.0995",203.092183879,"HMDB0243739",NA,NA,NA,NA,NA
"118120","MLGPKWUKOQAAGI-UHFFFAOYSA-N","O=C(NCC=1C=CC=CC1)CCCCCCCCCCCCCCC","Macamide B","368.29",345.303164875,"HMDB0039954","DTXSID50458532",NA,"FDB019617",NA,140849
"118121","MLGPKWUKOQAAGI-UHFFFAOYSA-N","O=C(NCC=1C=CC=CC1)CCCCCCCCCCCCCCC","Macamide B","346.31",345.303164875,"HMDB0039954","DTXSID50458532",NA,"FDB019617",NA,140849
"118172","MLKCGVHIFJBRCD-UHFFFAOYSA-N","MSBNK-LCSB-LU058702","Carfentrazone-ethyl","412.0437",411.036431358,"HMDB0249673","DTXSID4032532","T3D3805",NA,NA,138244
"118174","MLKCGVHIFJBRCD-UHFFFAOYSA-N","O=C(OCC)C(Cl)CC1=CC(=C(F)C=C1Cl)N2N=C(N(C2=O)C(F)F)C","Pesticide4_Carfentrazone-ethyl_C15H14Cl2F3N3O3_alpha,2-Dichloro-5-[4-(difluoromethyl)-4,5-dihydro-3-methyl-5-oxo-1H-1,2,4-triazol-1-yl]-4-fluorobenzenepropanoic acid ethyl ester","429.07",411.036431358,"HMDB0249673","DTXSID4032532","T3D3805",NA,NA,138244
"118188","MLKLDGSYMHFAOC-AREMUKBSSA-N","EMBL-MCF_spec248249","1,2-DIDECANOYL-SN-GLYCERO-3-PHOSPHOCHOLINE","566.380570463317",565.374357,NA,NA,NA,NA,"PC 10:0/10:0",78226
"118197","MLKXDPUZXIRXEP-MFOYZWKCSA-N","MSBNK-Keio_Univ-KO009077","Sulindac","357",356.088243305,"HMDB0014743","DTXSID4023624",NA,NA,"Sulindac",9352
"118199","MLKXDPUZXIRXEP-MFOYZWKCSA-N","MSBNK-Keio_Univ-KO009078","Sulindac","357/340",356.088243305,"HMDB0014743","DTXSID4023624",NA,NA,"Sulindac",9352
"118228","MLTVHORGISIISB-UHFFFAOYSA-N","CCMSLIB00005720076","Solorinic acid","385.129",NA,NA,"DTXSID40144639",NA,NA,NA,NA
"118232","MLYMSIKVLAPCAK-LURJTMIESA-N","CC(C)C[C@H](N)CC(O)=O","L-beta-Homoleucine","146.1175552",NA,NA,"DTXSID70375813",NA,NA,NA,NA
"118241","MLYMSIKVLAPCAK-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PT106070","L-beta-homoleucine-HCl","146.11807",NA,NA,"DTXSID50369992",NA,NA,NA,NA
"118246","MLYYVTUWGNIJIB-BXKDBHETSA-N","MSBNK-Athens_Univ-AU104510","Cefazolin","455.0373",454.030013046,"HMDB0015422","DTXSID2022753",NA,NA,"Cefazolin",474053
"118266","MLYYVTUWGNIJIB-UHFFFAOYSA-N","EQ366304","Cefazolin","455.0373",454.030014485,"HMDB0247876",NA,NA,NA,NA,NA
"118284","MMCJEAKINANSOL-UHFFFAOYSA-N","LU091603","Methiuron","195.095",NA,NA,"DTXSID7042140",NA,NA,NA,NA
"118297","MMDUKUSNQNWVET-MCIQUCDDSA-N","O=C1C=C(OC2=C1C(O)=C(C(O)=C2C3OCC(O)C(O)C3O)C4OC(CO)C(O)C(O)C4O)C=5C=CC(O)=CC5","Vicenin III","565.15",NA,NA,NA,NA,NA,NA,142905
"118298","MMDUKUSNQNWVET-MCIQUCDDSA-N","O=C1C=C(OC2=C1C(O)=C(C(O)=C2C3OCC(O)C(O)C3O)C4OC(CO)C(O)C(O)C4O)C=5C=CC(O)=CC5","Vicenin III","587.13",NA,NA,NA,NA,NA,NA,142905
"118436","MMDUKUSNQNWVET-UHFFFAOYSA-N","O=C1C=C(OC2=C1C(O)=C(C(O)=C2C3OCC(O)C(O)C3O)C4OC(CO)C(O)C(O)C4O)C=5C=CC(O)=CC5","5,7-dihydroxy-2-(4-hydroxyphenyl)-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-8-(3,4,5-trihydroxyoxan-2-yl)chromen-4-one","603.111083984375",564.147905604,"HMDB0033571",NA,NA,"FDB002463",NA,NA
"118437","MMDUKUSNQNWVET-UHFFFAOYSA-N","O=C1C=C(OC2=C1C(O)=C(C(O)=C2C3OCC(O)C(O)C3O)C4OC(CO)C(O)C(O)C4O)C=5C=CC(O)=CC5","5,7-dihydroxy-2-(4-hydroxyphenyl)-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-8-(3,4,5-trihydroxyoxan-2-yl)chromen-4-one","565.1531",564.147905604,"HMDB0033571",NA,NA,"FDB002463",NA,NA
"118438","MMDUKUSNQNWVET-UHFFFAOYSA-N","VF-NPL-LTQ001949","5,7-dihydroxy-2-(4-hydroxyphenyl)-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-8-(3,4,5-trihydroxyoxan-2-yl)chromen-4-one","587.128737229567",564.147905604,"HMDB0033571",NA,NA,"FDB002463",NA,NA
"118440","MMDUKUSNQNWVET-UHFFFAOYSA-N","O=C1C=C(OC2=C1C(O)=C(C(O)=C2C3OCC(O)C(O)C3O)C4OC(CO)C(O)C(O)C4O)C=5C=CC(O)=CC5","5,7-dihydroxy-2-(4-hydroxyphenyl)-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-8-(3,4,5-trihydroxyoxan-2-yl)chromen-4-one","582.181701660156",564.147905604,"HMDB0033571",NA,NA,"FDB002463",NA,NA
"118472","MMDUKUSNQNWVET-VYUBKLCTSA-N","O=C1C=C(OC2=C1C(O)=C(C(O)=C2C3OCC(O)C(O)C3O)C4OC(CO)C(O)C(O)C4O)C=5C=CC(O)=CC5","Schaftoside","565.15",NA,NA,NA,NA,NA,NA,9047
"118474","MMDUKUSNQNWVET-VYUBKLCTSA-N","O=C1C=C(OC2=C1C(O)=C(C(O)=C2C3OCC(O)C(O)C3O)C4OC(CO)C(O)C(O)C4O)C=5C=CC(O)=CC5","Schaftoside","587.13",NA,NA,NA,NA,NA,NA,9047
"118533","MMMNTDFSPSQXJP-UHFFFAOYSA-N","CCMSLIB00000078409","Orphenadrine citrate (Norflex)","270.185",NA,NA,"DTXSID8044678",NA,NA,NA,7790
"118535","MMOXZBCLCQITDF-UHFFFAOYSA-N","MSBNK-Eawag-EA021306","DEET","192.1383",191.131014171,"HMDB0250930","DTXSID2021995","T3D3827",NA,"N,N-Diethyl-m-toluamide",7071
"118540","MMOXZBCLCQITDF-UHFFFAOYSA-N","MSBNK-UFZ-UF417636","DEET","214.1202",191.131014171,"HMDB0250930","DTXSID2021995","T3D3827",NA,"N,N-Diethyl-m-toluamide",7071
"118617","MMPBHSBVPREJQC-GCJOFGIHSA-N","CCMSLIB00000848728","NCGC00380261-01!7-hydroxy-8-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-one","341.086",NA,NA,"DTXSID40174971",NA,NA,NA,NA
"118618","MMPBHSBVPREJQC-GCJOFGIHSA-N","CCMSLIB00000848729","NCGC00380261-01!7-hydroxy-8-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-one","358.113",NA,NA,"DTXSID40174971",NA,NA,NA,NA
"118621","MMSWXJSQCAEDLK-UHFFFAOYSA-N","MSBNK-Eawag-EA265704","N,O-Didesmethylvenlafaxine","250.1802",249.172878985,"HMDB0060852",NA,NA,NA,NA,83529
"118669","MMTWXUQMLQGAPC-KQRWKONWSA-N","OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5C4CCC6(C)C5CC7OC8(OCC(C)CC8)C(C)C76)C3)CO)C(O)C(O)C1O","Timosaponin A3","763.42",NA,NA,NA,NA,NA,NA,66497
"118670","MMTWXUQMLQGAPC-KQRWKONWSA-N","OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5C4CCC6(C)C5CC7OC8(OCC(C)CC8)C(C)C76)C3)CO)C(O)C(O)C1O","Timosaponin A3","741.44",NA,NA,NA,NA,NA,NA,66497
"118790","MNDBXUUTURYVHR-UHFFFAOYSA-N","CCMSLIB00000078452","Roflumilast (Daxas)","403.042",402.034954148,"HMDB0257288","DTXSID8044123",NA,NA,NA,47657
"118794","MNHVNIJQQRJYDH-UHFFFAOYSA-N","S=C1N=CNN1CC(O)(CC=2C=CC=CC2Cl)C3(Cl)CC3","Pesticide5_Prothioconazole_C14H15Cl2N3OS_Redigo","326.027",NA,NA,"DTXSID4034869",NA,NA,NA,84008
"118795","MNHVNIJQQRJYDH-UHFFFAOYSA-N","S=C1N=CNN1CC(O)(CC=2C=CC=CC2Cl)C3(Cl)CC3","Pesticide5_Prothioconazole_C14H15Cl2N3OS_Redigo","344.038",NA,NA,"DTXSID4034869",NA,NA,NA,84008
"118800","MNIPYSSQXLZQLJ-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU116101","Aceclofenac","354.0294",353.0221633,"HMDB0247893","DTXSID7045522",NA,NA,NA,31159
"118810","MNKCCFOQDGJSLR-UHFFFAOYSA-N","CCMSLIB00005723422","Premycofactocinone","234.112",NA,NA,NA,NA,NA,NA,150862
"118811","MNLRQHMNZILYPY-MDMHTWEWSA-N","O=C(O)C(OC1C(O)C(OC(O)C1N=C(O)C)CO)C","N-Acetylmuramic Acid","311.144897460938",NA,NA,NA,NA,NA,NA,47571
"118813","MNLRQHMNZILYPY-MDMHTWEWSA-N","VF-NPL-QEHF027074","N-Acetylmuramic Acid","332.07421875",NA,NA,NA,NA,NA,NA,47571
"118815","MNLRQHMNZILYPY-MDMHTWEWSA-N","VF-NPL-QEHF027066","N-Acetylmuramic Acid","294.118347167969",NA,NA,NA,NA,NA,NA,47571
"118816","MNLRQHMNZILYPY-MDMHTWEWSA-N","VF-NPL-QEHF027072","N-Acetylmuramic Acid","316.100280761719",NA,NA,NA,NA,NA,NA,47571
"118842","MNLRQHMNZILYPY-MKFCKLDKSA-N","MSBNK-Keio_Univ-KO002365","N-Acetylmuramate","294",293.111066589,"HMDB0060493",NA,NA,"FDB098126","N-Acetylmuramic acid",21615
"118868","MNQZXJOMYWMBOU-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PS074301","DL-Glyceraldehyde","89.54",90.031694058,"HMDB0001051",NA,NA,"FDB022392",NA,5445
"118872","MNWFXJYAOYHMED-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PS024801","Enanthic acid","130.6",130.099379692,"HMDB0000666","DTXSID2021600","T3D4597","FDB008051","Heptylic acid",45571
"118877","MNZAKDODWSQONA-UHFFFAOYSA-N","EQ358901","Tributylphosphine oxide","219.1872",218.179952487,"HMDB0259167","DTXSID2061149",NA,NA,NA,NA
