"","inchikey","id","name","precursormz","mass","hmdb","dsstox","t3db","foodb","refmet","chebi"
"26625","LYGPBZVKGHHTIE-HUBYJIGHSA-N","MSBNK-RIKEN_ReSpect-PS087508","vitexin-2''-O-rhamnoside","577.51",NA,NA,"DTXSID20215119",NA,NA,NA,32298
"26672","LYGPBZVKGHHTIE-UHFFFAOYSA-N","MSBNK-RIKEN-PR309292","Flavone base + 3O, C-Hex-dHex","577.1559",578.163555668,"HMDB0259860",NA,NA,"FDB021638",NA,NA
"26677","LYGRISUQIZNHGM-UHFFFAOYSA-N","O=C(OCC1OC(OC(=O)C2=CC(O)=C(O)C(O)=C2)C(O)C(O)C1O)C3=CC(O)=C(O)C(O)=C3","[3,4,5-trihydroxy-6-(3,4,5-trihydroxybenzoyl)oxyoxan-2-yl]methyl 3,4,5-trihydroxybenzoate","483.124977111816",484.085305348,"HMDB0039179",NA,NA,"FDB018707",NA,NA
"26689","LZERJKGWTQYMBB-UHFFFAOYSA-N","VF-NPL-QEHF014462","APIGENIN DIMETHYL ETHER","297.0768432617188",298.084123558,"HMDB0132454","DTXSID50199276",NA,"FDB006911",NA,2769
"26699","LZFOPEXOUVTGJS-ONEGZZNKSA-N","FiehnHILIC002987","Sinapyl alcohol","209.0646",210.089208936,"HMDB0013070",NA,NA,"FDB031178",NA,64557
"26700","LZFOPEXOUVTGJS-UHFFFAOYSA-N","OC=1C(OC)=CC(C=CCO)=CC1OC","Sinapyl alcohol","209.08193247883",210.08921,NA,NA,NA,NA,"Sinapyl alcohol",28813
"26701","LZFZMUMEGBBDTC-QEJZJMRPSA-N","FiehnHILIC001171","Enalaprilat","347.1609",348.168521888,"HMDB0041886",NA,NA,NA,NA,4786
"26702","LZJRNLRASBVRRX-UHFFFAOYSA-N","VF-NPL-QEHF002832","Boldine","326.1398010253906",327.147058165,"HMDB0039085",NA,NA,"FDB002096",NA,NA
"26709","LZOSYCMHQXPBFU-UHFFFAOYSA-N","MoNA034945","DECANOYLCARNITINE","314.2336825",315.240958549,NA,NA,NA,"FDB022162",NA,68830
"26713","MACFXELYCBWKGT-VFTFQOQOSA-N","VF-NPL-LTQ004781","[(2R,3R,4S,5R,6S)-3-hydroxy-2-(hydroxymethyl)-5,6-bis[(3,4,5-trihydroxybenzoyl)oxy]oxan-4-yl] 3,4,5-trihydroxybenzoate","635.0922139485677",636.096263964,"HMDB0302896",NA,NA,"FDB006744",NA,NA
"26729","MAEIEVLCKWDQJH-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO000378","Bumetanide","363",364.10929245,"HMDB0015024","DTXSID5022699",NA,NA,NA,3213
"26739","MARUHZGHZWCEQU-UHFFFAOYSA-N","LU077254","5-Phenyl-1H-tetrazole","145.052",NA,NA,"DTXSID6044858",NA,NA,NA,NA
"26751","MATCZHXABVLZIE-UHFFFAOYSA-N","MSBNK-LCSB-LU025954","6-Chloro-2,3-dihydrobenzoxazol-2-one","167.9858",168.9930561,"HMDB0244856","DTXSID2041545",NA,NA,NA,NA
"26763","MATGKVZWFZHCLI-LSDHHAIUSA-N","VF-NPL-LTQ000622","matairesinol","357.23456446329754",358.141638436,"HMDB0035698",NA,NA,NA,NA,6698
"26779","MATGKVZWFZHCLI-UHFFFAOYSA-N","PR308737","Matairesinol","357.13436",358.141638436,NA,NA,NA,"FDB014539",NA,NA
"26793","MAUFTTLGOUBZNA-UHFFFAOYSA-N","LU079555","6-Pentyl-2H-pyran-2-one","165.0921",166.099379692,"HMDB0031085","DTXSID0047589",NA,"FDB003090",NA,NA
"26802","MBBOMCVGYCRMEA-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO001201","Indole-3-ethanol","160",161.084063979,"HMDB0003447","DTXSID2060173",NA,"FDB010973","Tryptophanol",17890
"26826","MBGYSHXGENGTBP-UHFFFAOYSA-N","MSBNK-Antwerp_Univ-AN113328","Mono(2-ethylhexyl) adipate","257.1758",NA,NA,"DTXSID3025679",NA,NA,NA,NA
"26838","MBIQENSCDNJOIY-UHFFFAOYSA-N","MoNA038341","2-HYDROXY-2-METHYLBUTYRIC ACID","117.0557182",118.062994186,"HMDB0001987",NA,NA,"FDB022784","2-Hydroxy-2-methyl-butyric acid",68454
"26842","MBIZFBDREVRUHY-UHFFFAOYSA-N","MoNA034842","2,6-DIMETHOXYBENZOIC ACID","181.0506328",182.057908808,"HMDB0029273","DTXSID4046999",NA,NA,NA,NA
"26849","MBMBGCFOFBJSGT-KUBAVDMBSA-N","MSJ00049","Docosahexaenoic acid","327.23295",328.240230268,"HMDB0002183","DTXSID5040465",NA,"FDB003003","DHA",28125
"26856","MBMBGCFOFBJSGT-KUBAVDMBSA-N","IA000491","DHA-[d5]","332.264312744141",328.240230268,"HMDB0002183","DTXSID5040465",NA,"FDB003003","DHA",28125
"26875","MBMBGCFOFBJSGT-UHFFFAOYSA-N","O=C(O)CCC=CCC=CCC=CCC=CCC=CCC=CCC","Docosahexanoic acid","327.23295381783",328.24023027,"HMDB0251558",NA,NA,NA,NA,NA
"26877","MBMQEIFVQACCCH-QBODLPLBSA-N","MSBNK-LCSB-LU021153","Zearalenone","317.1394",318.146725,NA,"DTXSID0021460",NA,NA,"Zearalenone",10106
"26898","MBMQEIFVQACCCH-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PS113110","6-(10-Hydroxy-6-oxo-trans-1-undecenyl)-beta-resorcylic acid-N-lactone","317.36",318.146723808,"HMDB0258416",NA,NA,NA,NA,NA
"26909","MBMQEIFVQACCCH-XVNBXDOJSA-N","VF-NPL-LTQ000779","1H-2-Benzoxacyclotetradecin-1-one, 3,4,5,6,7,8,9,10-octahydro-14,16-dihydroxy-3-methyl-7-oxo-, (E)-","317.2029266357422",318.146723814,"HMDB0031752",NA,NA,"FDB008421",NA,NA
"26919","MBNGWHIJMBWFHU-UHFFFAOYSA-N","COC1=CC=C(C=C1O)C1=CC(=O)C2=C(O)C=C(O)C=C2O1","Diosmetin","299.0561121",300.063388116,"HMDB0029676","DTXSID80199966",NA,"FDB000861","Diosmetin",4630
"26951","MBRLOUHOWLUMFF-UHFFFAOYSA-N","O=C1OC2=C(C=C1)C=CC(OC)=C2CC=C(C)C","osthol","243.102661132812",244.109944378,"HMDB0302150","DTXSID20197507",NA,"FDB002515","Osthole",NA
"26957","MBTAFMZUDOUGPS-CGKQSRJASA-N","AC000844","Ctrinin hydrate","267.0879",NA,NA,"DTXSID80166299",NA,NA,NA,NA
"26967","MBZKDBQDALOSRP-UHFFFAOYSA-N","O=C1OC=2C=C3OC(C=CC3=C(OC)C2C(O)=C1C=4C=CC(OC)=CC4)(C)C","ROBUSTIC ACID","379.118713378906",NA,NA,"DTXSID30201149",NA,NA,NA,NA
"26973","MCJGNVYPOGVAJF-UHFFFAOYSA-N","MoNA034979","8-HYDROXYQUINOLINE","144.0454878",145.052764,NA,"DTXSID5020730",NA,NA,"Quinolin-8-ol",48981
"26977","MCPKJGRRWINKOH-UHFFFAOYSA-N","CCMSLIB00004751379","Fallacinal","297.038",NA,NA,"DTXSID10196408",NA,NA,NA,NA
"26979","MCRJLMXYVFDXLS-QGQBRVLBSA-N","IA000203","12-HEPE","317.2122",318.219494826,"HMDB0010202",NA,NA,NA,"12-HEPE",72645
"26982","MCRJLMXYVFDXLS-UOLHMMFFSA-N","MSBNK-ISAS_Dortmund-IA000487","12-HEPE","317.212188720703",318.219495,NA,NA,NA,NA,"12S-HEPE",88345
"27021","MCTZMXCUYPDYNE-AHHFARBASA-N","O=C1C(OC2OC(C)C(O)C(O)C2O)=C(OC3=CC(OC4OC(CO)C(O)C(O)C4O)=CC(O)=C13)C=5C=CC(O)=C(O)C5","NCGC00385194-01!2-(3,4-dihydroxyphenyl)-5-hydroxy-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one","655.151",NA,NA,NA,NA,NA,NA,133244
"27023","MDFZYGLOIJNNRM-OAJDADRGSA-N","O=C(O)C(=C1C(OC(=O)C)CC2(C)C1CCC3C4(C=CC(=O)C(C)C4C(OC(=O)C)C(=O)C32C)C)CCC=C(C)C","NCGC00169132-02_C33H44O8_(4alpha,5alpha,6beta,8alpha,9beta,13alpha,14beta,16beta,17Z)-6,16-Diacetoxy-4,8,14-trimethyl-3,7-dioxo-18-norcholesta-1,17,24-trien-21-oic acid","567.296",NA,NA,NA,NA,NA,NA,62460
"27025","MDFZYGLOIJNNRM-OAJDADRGSA-N","O=C(O)C(=C1C(OC(=O)C)CC2(C)C1CCC3C4(C=CC(=O)C(C)C4C(OC(=O)C)C(=O)C32C)C)CCC=C(C)C","NCGC00169132-02_C33H44O8_(4alpha,5alpha,6beta,8alpha,9beta,13alpha,14beta,16beta,17Z)-6,16-Diacetoxy-4,8,14-trimethyl-3,7-dioxo-18-norcholesta-1,17,24-trien-21-oic acid","613.302",NA,NA,NA,NA,NA,NA,62460
"27027","MDKCFLQDBWCQCV-UHFFFAOYSA-N","S=C=NCC=1C=CC=CC1","Benzyl Isothiocyanate","148.022644042969",149.029919919,"HMDB0033969","DTXSID0020155",NA,"FDB004133","Benzyl isothiocyanate",17484
"27034","MDMCODCJMHTFIZ-UHFFFAOYSA-N","VF-NPL-QTOF002533","2',6'-dihydroxy-4'-methoxydihydrochalcone","271.0976",272.104859,"HMDB0034435","DTXSID80188734",NA,"FDB012836",NA,28523
"27050","MDNWOSOZYLHTCG-UHFFFAOYSA-N","EQ364856","Dichlorophen","266.9985",268.005785,"HMDB0251200","DTXSID6021824",NA,NA,NA,NA
"27093","MDQKYGOECVSPIW-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU232459","Chlorothalonil-4-hydroxy","244.9082",245.9154458,"HMDB0240624","DTXSID90182586",NA,NA,NA,133542
"27104","MDZKJHQSJHYOHJ-UHFFFAOYSA-N","MSBNK-RIKEN-PR307694","Maslinic acid","471.34798354783",472.355260024,"HMDB0249374",NA,NA,"FDB013041",NA,NA
"27107","MDZKJHQSJHYOHJ-UHFFFAOYSA-N","MSBNK-RIKEN-PR307742","Maslinic acid","517.35346285183",472.355260024,"HMDB0249374",NA,NA,"FDB013041",NA,NA
"27113","MEASLHGILYBXFO-XTDASVJISA-N","CCCCC\C=C/C\C=C/C\C=C/C=C/C(=O)CCCC(O)=O","5-OxoETE; LC-ESI-QIT; MS2; CE","317.212218",318.219494826,"HMDB0010217",NA,NA,NA,"5-Oxo-ETE",52449
"27115","MEASLHGILYBXFO-XTDASVJISA-N","MSBNK-ISAS_Dortmund-IA000002","5-OxoETE-[d7]","324.2558",318.219494826,"HMDB0010217",NA,NA,NA,"5-Oxo-ETE",52449
"27155","MEDOAKSPIIOKFU-UHFFFAOYSA-N","MetaboBASE0754","3',4'-Dimethoxy-7-hydroxyflavone","311.1",NA,NA,"DTXSID50187153",NA,NA,NA,NA
"27167","MEDOAKSPIIOKFU-UHFFFAOYSA-N","COC1=CC=C(C=C1OC)C1=CC(=O)C2=CC=C(O)C=C2O1","3',4'-Dimethoxy-7-hydroxyflavone","297.0768476",NA,NA,"DTXSID50187153",NA,NA,NA,NA
"27190","MEFOUWRMVYJCQC-UHFFFAOYSA-N","CCS(=O)(=O)C1=C(N=CC=C1)S(=O)(=O)NC(O)=NC1=NC(OC)=CC(OC)=N1","Rimsulfuron; LC-ESI-ITFT; MS2; CE","430.049663",431.056939303,NA,"DTXSID1032642","T3D4535",NA,"Rimsulfuron",8866
"27232","MEFPHTVXBPLRLX-ZMHPAJMFSA-N","PM018003","5-Methylthio-n-pentyl glucosinolate","434.0617",435.069143473,"HMDB0301919",NA,NA,"FDB001621",NA,NA
"27233","MEFQWPUMEMWTJP-UHFFFAOYSA-N","MSBNK-Waters-WA000247","Fluroxypyr","252.8",253.966125655,NA,"DTXSID2034627","T3D3848",NA,NA,82017
"27291","MEHHPFQKXOUFFV-OWSLCNJRSA-N","LU078754","17beta-Trenbolone","269.1547",NA,NA,"DTXSID0034192",NA,NA,NA,35018
"27297","MEIWPHMJWJAVIY-UHFFFAOYSA-N","OC12COC(C3=CC=C(OC)C(OC)=C3)C2COC1C4=CC=C(OC)C(OC)=C4","gmelinol","401.160583496094",NA,NA,"DTXSID20284289",NA,NA,NA,NA
"27307","MERHMOCEIBOOMA-UHFFFAOYSA-N","MSBNK-RIKEN-PR309040","Flavanone base + 4O, 1Prenyl","355.1173",356.125988372,"HMDB0034213",NA,NA,"FDB012516","Kievitone",16832
"27313","METKIMKYRPQLGS-UHFFFAOYSA-N","MoNA038339","ATENOLOL","265.1557666",266.16304258,"HMDB0001924","DTXSID2022628",NA,"FDB022742",NA,2904
"27317","MEZZCSHVIGVWFI-UHFFFAOYSA-N","MSBNK-Env_Anal_Chem_U_Tuebingen-TUE00157","Benzophenone-8","243.06628",244.073558866,"HMDB0251439","DTXSID3022403",NA,NA,"Dioxybenzone",NA
"27323","MFLWBVVCOWPUBA-UHFFFAOYSA-N","O=C(OC(CCCCCCCCCCCC=C)CC(O)CO)C","1,2-dihydroxyheptadec-16-en-4-yl acetate","327.254058837891",328.26135964,"HMDB0031045",NA,NA,"FDB003040",NA,NA
"27329","MFYSYFVPBJMHGN-ZPOLXVRWSA-N","MoNA034695","CORTISONE","359.186398",360.193674006,"HMDB0002802","DTXSID5022857",NA,"FDB023065","Cortisone",16962
"27346","MFYSYFVPBJMHGN-ZPOLXVRWSA-N","O=C1C=C2CCC3C(C(=O)CC4(C)C3CCC4(O)C(=O)CO)C2(C)CC1","Cortisone","719.126320619936",360.193674006,"HMDB0002802","DTXSID5022857",NA,"FDB023065","Cortisone",16962
"27393","MFYSYFVPBJMHGN-ZPOLXVRWSA-N","VF-NPL-QTOF007149","Cortisone","395.163",360.193674006,"HMDB0002802","DTXSID5022857",NA,"FDB023065","Cortisone",16962
"27404","MGAFCXOXRHSKIA-MEBVLIOMSA-N","PM002417","Kaempferol 3-O-sophorotrioside","771",772.206208308,"HMDB0032008","DTXSID00415211",NA,NA,"Kaempferol 3-sophorotrioside",31744
"27405","MGJLSBDCWOSMHL-MIUGBVLSSA-N","O=C1C(=COC2=CC(OC3OC(CO)C(O)C(O)C3O)=CC=C12)C=4C=CC(OC)=CC4","calycosin-7-O-beta-D-glucoside","429.119110107422",NA,NA,NA,NA,NA,NA,7775
"27411","MGJLSBDCWOSMHL-MIUGBVLSSA-N","MSBNK-BS-BS003482","Formononetin-7-O-glucoside (Ononin)","475.1242",NA,NA,NA,NA,NA,NA,7775
"27480","MGJLSBDCWOSMHL-UHFFFAOYSA-N","PR308751","Formononetin-7-O-glucoside","429.11911",430.126382302,"HMDB0033987",NA,NA,"FDB012220",NA,NA
"27481","MGJLSBDCWOSMHL-UHFFFAOYSA-N","PR309186","Formononetin-7-O-glucoside","475.12459",430.126382302,"HMDB0033987",NA,NA,"FDB012220",NA,NA
"27482","MGRVRXRGTBOSHW-UHFFFAOYSA-N","KO000306","(Aminomethyl)phosphonate","110",111.008529575,"HMDB0240707","DTXSID5037490",NA,NA,NA,28812
"27492","MGSRCZKZVOBKFT-UHFFFAOYSA-N","MoNA018195","Thymol; LC-tDDA; CE10","149.097183227539",150.104465071,"HMDB0001878","DTXSID6034972",NA,"FDB007331","Thymol",27607
"27505","MGTZCLMLSSAXLD-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO000160","4-Acetylbutyrate","129",130.062994186,"HMDB0061881","DTXSID9062855",NA,NA,"5-Ketocaproic acid",15888
"27517","MHCYOELBTPOBIU-UHFFFAOYSA-N","MSBNK-Eawag-EA010059","Alachlor OXA","264.1241",NA,NA,"DTXSID1037486",NA,NA,NA,83450
"27559","MHGMSAFPNAKIRZ-UHFFFAOYSA-N","COCCN(C(=O)C(O)=O)C1=C(C)C=CC=C1C","Dimethachlor OXA; LC-ESI-ITFT; MS2; CE","250.108482",NA,NA,NA,NA,NA,NA,83485
"27601","MHJLKHNHGMUAPQ-UHFFFAOYSA-N","O=C(OC(C)C(O)C1=CC=C(OC)C=C1)C2=CC=C(OC)C=C2","[1-hydroxy-1-(4-methoxyphenyl)propan-2-yl] 4-methoxybenzoate","315.123779296875",316.13107375,"HMDB0038324",NA,NA,"FDB017659",NA,NA
"27611","MHKBMNACOMRIAW-UHFFFAOYSA-N","SM816551","2,3-Dinitrophenol","183.0047",184.012021237,"HMDB0245407","DTXSID2075261",NA,NA,NA,39354
"27614","MHSVUSZEHNVFKW-UHFFFAOYSA-N","KO000367","Bis(p-nitrophenyl)phosphate","339",340.009651786,"HMDB0260294",NA,NA,NA,NA,NA
"27624","MHVYWTXXZIFXDT-YGNOGLJPSA-N","C[C@]12CCC[C@@]3(OC1=O)[C@@H]1CC[C@@H]4C[C@]1(CC4=C)[C@H]([C@H]23)C(O)=O","Gibberellin A9; LC-ESI-QQ; MS2; CE","315.160183",316.16746,NA,NA,NA,NA,"Gibberellin A9",29605
"27630","MHWLWQUZZRMNGJ-UHFFFAOYSA-N","MSBNK-LCSB-LU084051","Nalidixic acid","231.0775",232.08479226,"HMDB0014917","DTXSID3020912",NA,"FDB020181","Nalidixic acid",100147
"27636","MHXCIKYXNYCMHY-UHFFFAOYSA-N","MSBNK-RIKEN-PR307941","Lariciresinol","405.15549135183",360.1572885,"HMDB0253982",NA,NA,"FDB011629",NA,NA
"27637","MHXCIKYXNYCMHY-UHFFFAOYSA-N","MSBNK-RIKEN-PR309426","Lariciresinol","359.15001",360.1572885,"HMDB0253982",NA,NA,"FDB011629",NA,NA
"27664","MIJKZXWOOXIEEU-UHFFFAOYSA-N","O=C(O)C1=C(O)C(=C(OC(=O)C2=C(OC)C(=C(OC)C=C2C)C)C=C1C)C","Diffractaic Acid","373.1304",NA,NA,"DTXSID40195883",NA,NA,NA,NA
"27668","MIJKZXWOOXIEEU-UHFFFAOYSA-N","CCMSLIB00005719451","Diffractaic acid","769.247",NA,NA,"DTXSID40195883",NA,NA,NA,NA
"27685","MIJYXULNPSFWEK-GTOFXWBISA-N","FIO01060","Oleanolic acid","455.35306939599997",456.360345406,"HMDB0002364","DTXSID50858790",NA,"FDB013034","Oleanolic acid",37659
"27696","MINDHVHHQZYEEK-HBBNESRFSA-N","VF-NPL-LTQ000520","Gluconapin (3-butenylglucosinolate)","372.0554189970999",500.298533006,"HMDB0014554","DTXSID0046438",NA,NA,"Mupirocin",7025
"27697","MINDHVHHQZYEEK-HBBNESRFSA-N","VF-NPL-LTQ000529","Jasmonic acid","209.11062729960742",500.298533006,"HMDB0014554","DTXSID0046438",NA,NA,"Mupirocin",7025
"27698","MINDHVHHQZYEEK-HBBNESRFSA-N","O=C(O)CCCCCCCCOC(=O)C=C(C)CC1OCC(CC2OC2C(C)C(O)C)C(O)C1O","Glucobrassicin (Indol-3-ylmethylglucosinolate)","447.094468060662",500.298533006,"HMDB0014554","DTXSID0046438",NA,NA,"Mupirocin",7025
"27700","MINDHVHHQZYEEK-HBBNESRFSA-N","O=C(O)CCCCCCCCOC(=O)C=C(C)CC1OCC(CC2OC2C(C)C(O)C)C(O)C1O","Glucoraphanin (4-methylsulfinylbutyl glucosinolate)","436.055121788612",500.298533006,"HMDB0014554","DTXSID0046438",NA,NA,"Mupirocin",7025
"27701","MINDHVHHQZYEEK-HBBNESRFSA-N","O=C(O)CCCCCCCCOC(=O)C=C(C)CC1OCC(CC2OC2C(C)C(O)C)C(O)C1O","Glucoiberin (3-methylsulfinylpropylglucosinolate)","422.020758056641",500.298533006,"HMDB0014554","DTXSID0046438",NA,NA,"Mupirocin",7025
"27704","MINDHVHHQZYEEK-HBBNESRFSA-N","VF-NPL-LTQ000532","4-Methoxyglucobrassicin  (4-Methoxy-3-indolylmethyl glucosinolate)","477.0848586138557",500.298533006,"HMDB0014554","DTXSID0046438",NA,NA,"Mupirocin",7025
"27705","MINDHVHHQZYEEK-HBBNESRFSA-N","O=C(O)CCCCCCCCOC(=O)C=C(C)CC1OCC(CC2OC2C(C)C(O)C)C(O)C1O","4-hydroxyglucobrassicin","463.070834105042",500.298533006,"HMDB0014554","DTXSID0046438",NA,NA,"Mupirocin",7025
"27711","MINDHVHHQZYEEK-HBBNESRFSA-N","O=C(O)CCCCCCCCOC(=O)C=C(C)CC1OCC(CC2OC2C(C)C(O)C)C(O)C1O","glucoerucin (4-methylthiobutyl glucosinolate)","420.075548957376",500.298533006,"HMDB0014554","DTXSID0046438",NA,NA,"Mupirocin",7025
"27718","MINDHVHHQZYEEK-HBBNESRFSA-N","O=C(O)CCCCCCCCOC(=O)C=C(C)CC1OCC(CC2OC2C(C)C(O)C)C(O)C1O","MUPIROCIN","499.323740641276",500.298533006,"HMDB0014554","DTXSID0046438",NA,NA,"Mupirocin",7025
"27721","MINDHVHHQZYEEK-HBBNESRFSA-N","O=C(O)CCCCCCCCOC(=O)C=C(C)CC1OCC(CC2OC2C(C)C(O)C)C(O)C1O","Camalexin","199.031455993652",500.298533006,"HMDB0014554","DTXSID0046438",NA,NA,"Mupirocin",7025
"27728","MINDHVHHQZYEEK-HBBNESRFSA-N","O=C(O)CCCCCCCCOC(=O)C=C(C)CC1OCC(CC2OC2C(C)C(O)C)C(O)C1O","Sinalbin (p-Hydroxybenzylglucosinolate)","424.069944439512",500.298533006,"HMDB0014554","DTXSID0046438",NA,NA,"Mupirocin",7025
"27729","MINDHVHHQZYEEK-HBBNESRFSA-N","O=C(O)CCCCCCCCOC(=O)C=C(C)CC1OCC(CC2OC2C(C)C(O)C)C(O)C1O","Abscisic acid","263.074993024554",500.298533006,"HMDB0014554","DTXSID0046438",NA,NA,"Mupirocin",7025
"27744","MIQPIUSUKVNLNT-UHFFFAOYSA-N","MSBNK-LCSB-LU027355","Tolcapone","272.0564",273.063722467,"HMDB0014468","DTXSID3023685","T3D2751",NA,"Tolcapone",63630
"27756","MISLOXVLNGPFID-UHFFFAOYSA-N","MSBNK-RIKEN-PR308937","Soyasapogenol B base + O-HexA-HexA-dHex, O-C6H7O3(DDMP)","1081.5214",1082.529774308,"HMDB0034544",NA,NA,"FDB013048",NA,NA
"27758","MIWRSUQXSCLDNV-UHFFFAOYSA-N","EQ009151","Metribuzin-desamino","198.0707",NA,NA,"DTXSID0052839",NA,NA,NA,NA
"27776","MIZMDSVSLSIMSC-VYLWARHZSA-N","O=C1OC(C(=O)N(C)C(C(=O)OC(C(=O)N(C)C(C(=O)OC(C(=O)N(C)C1C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C","NCGC00180529-03!(3S,6R,9S,12R,15S,18R)-4,10,16-trimethyl-3,6,9,12,15,18-hexa(propan-2-yl)-1,7,13-trioxa-4,10,16-triazacyclooctadecane-2,5,8,11,14,17-hexone","684.407",639.409482,NA,NA,NA,NA,"Enniatin B",64649
"27778","MJALVONLCNWZHK-UHFFFAOYSA-N","MSBNK-BGC_Munich-RP018712","Phenanzine-1_6-dicarboxylic acid","267.0411",268.048407,NA,"DTXSID80178014",NA,NA,"Phenazine-1,6-dicarboxylic acid",70231
"27782","MJBPUQUGJNAPAZ-UHFFFAOYSA-N","VF-NPL-QEHF013297","3',4',7-Trihydroxyflavanone","271.0611877441406",272.068473486,"HMDB0249463",NA,NA,NA,NA,NA
"27794","MJELJHFNXRAPHF-UHFFFAOYSA-N","O=C(O)CN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","Glycine, N-ethyl-N-[(undecafluoropentyl)sulfonyl]-","433.992563887",NA,NA,"DTXSID5071888",NA,NA,NA,NA
"27796","MJIHNNLFOKEZEW-UHFFFAOYSA-N","MSBNK-Eawag-EQ313752","Lansoprazole","368.0686",369.075882012,"HMDB0005008","DTXSID4023200",NA,"FDB023581","Lansoprazole",6375
"27818","MKMCJLMBVKHUMS-UHFFFAOYSA-N","PR309390","MBOA","164.0346",165.042593095,"HMDB0036582","DTXSID30201260",NA,"FDB015492",NA,NA
"27821","MKMZAENVDZADSW-RRKCRQDMSA-N","O=P1(O)OCC2OC(N3C=NC=4C(=NC=NC43)N)CC2O1","2'-Deoxyadenosine cyclic 3',5'-(hydrogen phosphate)","312.0503",NA,NA,NA,NA,NA,NA,28074
"27837","MKSVFGKWZLUTTO-FZFAUISWSA-N","Cl.Cl.OC(=NC1C(O)C(OC1CO)N2C=NC=3C2=NC=NC3N(C)C)C(N)CC4=CC=C(OC)C=C4","PUROMYCIN HYDROCHLORIDE","542.169067382812",NA,NA,"DTXSID7045861",NA,NA,NA,NA
"27843","MKUXAQIIEYXACX-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO000142","Acyclovir","224",225.086189243,"HMDB0014925","DTXSID1022556",NA,NA,"Aciclovir",2453
"27853","MKWKNSIESPFAQN-UHFFFAOYSA-N","MoNA017524","CHES; LC-tDDA; CE40","206.085647583008",207.092914105,"HMDB0255106","DTXSID7059274",NA,NA,NA,44302
"27857","MKXKFYHWDHIYRV-UHFFFAOYSA-N","LU016155","Flutamide","275.0649",276.072176843,"HMDB0014642","DTXSID7032004","T3D4768",NA,"Flutamide",5132
"27880","MKYUCBXUUSZMQB-MKZMYESJSA-N","O=C(O)CCCCCCCC(O)C=CC(O)C(O)CC=CCC","(10E,15Z)-9,12,13-trihydroxyoctadeca-10,15-dienoic acid","327.230194091797",328.224974134,"HMDB0035919",NA,NA,"FDB014713",NA,91218
"27887","MLMQPDHYNJCQAO-UHFFFAOYSA-N","FiehnHILIC001531","tert-Butyric acid","115.0693",NA,NA,"DTXSID0061450",NA,NA,NA,38647
"27889","MLTVHORGISIISB-UHFFFAOYSA-N","CCMSLIB00004751387","Solorinic acid","383.101",NA,NA,"DTXSID40144639",NA,NA,NA,NA
"27893","MLYMSIKVLAPCAK-LURJTMIESA-N","PR100712","L-beta-Homoleucine","144.10247",NA,NA,"DTXSID70375813",NA,NA,NA,NA
"27898","MLYMSIKVLAPCAK-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PT206070","L-beta-homoleucine-HCl","144.10247",NA,NA,"DTXSID50369992",NA,NA,NA,NA
"27899","MLYYVTUWGNIJIB-UHFFFAOYSA-N","MSBNK-Eawag-EQ366355","Cefazolin","453.0227",454.030014485,"HMDB0247876",NA,NA,NA,NA,NA
"27917","MMDUKUSNQNWVET-UHFFFAOYSA-N","VF-NPL-QEHF004989","5,7-dihydroxy-2-(4-hydroxyphenyl)-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-8-(3,4,5-trihydroxyoxan-2-yl)chromen-4-one","563.140625",564.147905604,"HMDB0033571",NA,NA,"FDB002463",NA,NA
"27935","MMDUKUSNQNWVET-VYUBKLCTSA-N","PM003806","Apigenin-6-C-glucoside-8-C-arabinoside","563",NA,NA,NA,NA,NA,NA,9047
"27936","MMKRHZKQPFCLLS-UHFFFAOYSA-N","O=C(OCC)CCCCCCCCCCCCC","Ethyl myristate","255.23295381783",256.240230268,"HMDB0034153","DTXSID6047654",NA,"FDB012435","Ethyl tetradecanoate",84849
"27938","MMPBHSBVPREJQC-GCJOFGIHSA-N","MoNA016353","Daphnetin-8-glucoside","339.0716",NA,NA,"DTXSID40174971",NA,NA,NA,NA
"27939","MMXKVMNBHPAILY-UHFFFAOYSA-N","O=C(OCC)CCCCCCCCCCC","Ethyldodecanoate","227.20165368983",228.20893014,"HMDB0033788","DTXSID4047044",NA,"FDB011947","Ethyl dodecanoate",87427
"27941","MNEXVZFQQPKDHC-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU596051","Perfluorononane sulfonic acid (PFNS)","548.927",NA,NA,"DTXSID8071356",NA,NA,NA,NA
