"inchikey","id","name","precursormz","accession"
"HUNXMJYCHXQEGX-UHFFFAOYSA-N","FiehnHILIC000865","Zaleplon","306.1342","T3D2673"
"HUWXDEQWWKGHRV-UHFFFAOYSA-N","AU242401","3,3`-Dichlorobenzidine","253.0294","T3D0040"
"HVDGDHBAMCBBLR-UHFFFAOYNA-N","OC1=CC(CC2COC(=O)C2CC2=CC(O)=CC=C2)=CC=C1","Enterolactone; PlaSMA ID-1547","299.12779","T3D3967"
"HXGDTGSAIMULJN-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU590217","Acenapthylene","152.0621","T3D0618"
"HXGDTGSAIMULJN-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU590202","Acenapthylene","153.0699","T3D0618"
"HXHWSAZORRCQMX-UHFFFAOYSA-N","OC(=NC1=NC=2C=CC(SCCC)=CC2N1)OC","Albendazole","266.09577436117","T3D3476"
"HXHWSAZORRCQMX-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO008867","Albendazole","266/234","T3D3476"
"HXHWSAZORRCQMX-UHFFFAOYSA-N","FiehnHILIC001746","Albendazole","266.0935","T3D3476"
"HXHWSAZORRCQMX-UHFFFAOYSA-N","KO008866","Albendazole","266","T3D3476"
"HXHWSAZORRCQMX-UHFFFAOYSA-N","FiehnHILIC000169","Albendazole","266.0953","T3D3476"
"HYAFETHFCAUJAY-UHFFFAOYNA-N","O=C1N=C(O)C(S1)CC2=CC=C(OCCC3=NC=C(C=C3)CC)C=C2","Pioglitazone","357.12674013817","T3D4981"
"HYPPXZBJBPSRLK-UHFFFAOYSA-N","FiehnHILIC000313","Diphenoxylate","453.2528","T3D2978"
"HYPPXZBJBPSRLK-UHFFFAOYSA-N","FiehnHILIC001890","Diphenoxylate","453.2562","T3D2978"
"HYPPXZBJBPSRLK-UHFFFAOYSA-N","MSBNK-Univ_Connecticut-CO000139","Diphenoxylate","453.25432","T3D2978"
"HYPPXZBJBPSRLK-UHFFFAOYSA-N","PM005502","Diphenoxylate(to be removed)","453","T3D2978"
"HZJKXKUJVSEEFU-UHFFFAOYSA-N","AU256306","Myclobutanil","289.1215","T3D3889"
"HZJKXKUJVSEEFU-UHFFFAOYSA-N","N#CC(C1=CC=C(Cl)C=C1)(CN2N=CN=C2)CCCC","Pesticide4_Myclobutanil_C15H17ClN4_2-(4-Chlorophenyl)-2-(1H-1,2,4-triazol-1-ylmethyl)hexanenitrile","289.121","T3D3889"
"HZRSNVGNWUDEFX-UHFFFAOYSA-N","LU037501","Pyraclostrobin","388.1059","T3D3914"
"HZRSNVGNWUDEFX-UHFFFAOYSA-N","CCMSLIB00001058491","Pesticide3_Pyraclostrobin_C19H18ClN3O4_Methyl [2-({[1-(4-chlorophenyl)-1H-pyrazol-3-yl]oxy}methyl)phenyl]methoxycarbamate","410.088","T3D3914"
"IANUJLZYFUDJIH-UHFFFAOYSA-N","EA070910","Flufenacet","364.0737","T3D3843"
"IANUJLZYFUDJIH-UHFFFAOYSA-N","O=C(N(C1=CC=C(F)C=C1)C(C)C)COC2=NN=C(S2)C(F)(F)F","Pesticide5_Flufenacet_C14H13F4N3O2S_4'-Fluoro-N-isopropyl-2-(5-trifluoromethyl-1,3,4-thiadiazol-2-yloxy)acetanilide","364.073","T3D3843"
"IANUJLZYFUDJIH-UHFFFAOYSA-N","O=C(N(C1=CC=C(F)C=C1)C(C)C)COC2=NN=C(S2)C(F)(F)F","Pesticide5_Flufenacet_C14H13F4N3O2S_4'-Fluoro-N-isopropyl-2-(5-trifluoromethyl-1,3,4-thiadiazol-2-yloxy)acetanilide","386.055","T3D3843"
"IAZDPXIOMUYVGZ-UHFFFAOYSA-N","MoNA018792","Dimethyl sulfoxide; AIF; CE30; CorrDec","79.0212173461914","T3D2982"
"IAZDPXIOMUYVGZ-UHFFFAOYSA-N","FiehnHILIC000311","Dimethyl sulfoxide","79.02183","T3D2982"
"IBOFVQJTBBUKMU-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO003549","4,4'-Methylene bis(o-chloroaniline)","267","T3D0152"
"IDBPHNDTYPBSNI-UHFFFAOYSA-N","CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O","Alfentanil; LC-ESI-QTOF; MS2; CE","417.260865","T3D2894"
"IDBPHNDTYPBSNI-UHFFFAOYSA-N","MSBNK-Univ_Connecticut-CO000037","Alfentanil","417.26153","T3D2894"
"IDOWTHOLJBTAFI-UHFFFAOYSA-N","EA009405","Phenmedipham","301.1183","T3D0994"
"IDOWTHOLJBTAFI-UHFFFAOYSA-N","MSBNK-Waters-WA000133","Phenmedipham","318.2","T3D0994"
"IGWDEVSBEKYORK-UHFFFAOYSA-N","O=C1OC=2C=C3OC=CC3=C(OCC=C(C)C)C2C=C1","Isoimperatorin","293.08","T3D0831"
"IGWDEVSBEKYORK-UHFFFAOYSA-N","O=C1OC=2C=C3OC=CC3=C(OCC=C(C)C)C2C=C1","Isoimperatorin","271.1","T3D0831"
"IGWDEVSBEKYORK-UHFFFAOYSA-N","VF-NPL-QEHF003534","isoimperatorin","288.123016357422","T3D0831"
"IGWDEVSBEKYORK-UHFFFAOYSA-N","CCMSLIB00000845052","NCGC00180809-02!4-(3-methylbut-2-enoxy)furo[3,2-g]chromen-7-one","271.096","T3D0831"
"IGWDEVSBEKYORK-UHFFFAOYSA-N","O=C1OC=2C=C3OC=CC3=C(OCC=C(C)C)C2C=C1","Isoimperatorin","293.1","T3D0831"
"IGWDEVSBEKYORK-UHFFFAOYSA-N","VF-NPL-QEHF003528","isoimperatorin","293.078430175781","T3D0831"
"IGWDEVSBEKYORK-UHFFFAOYSA-N","O=C1OC=2C=C3OC=CC3=C(OCC=C(C)C)C2C=C1","isoimperatorin","309.206422028718","T3D0831"
"IGWDEVSBEKYORK-UHFFFAOYSA-N","VF-NPL-QEHF003530","isoimperatorin","309.052368164062","T3D0831"
"IGWDEVSBEKYORK-UHFFFAOYSA-N","CCMSLIB00005721478","NCGC00180809-02!4-(3-methylbut-2-enoxy)furo[3,2-g]chromen-7-one [IIN-based on: CCMSLIB00000845053]","695.206","T3D0831"
"IGWDEVSBEKYORK-UHFFFAOYSA-N","CCMSLIB00005721476","NCGC00180809-02!4-(3-methylbut-2-enoxy)furo[3,2-g]chromen-7-one [IIN-based on: CCMSLIB00000845053]","558.213","T3D0831"
"IISBACLAFKSPIT-UHFFFAOYSA-N","MSBNK-Eawag-EA016308","Bisphenol A","229.1223","T3D0637"
"IITCWRFYJWUUPC-UHFFFAOYSA-N","LU135102","Dipropyl 2,5-pyridinedicarboxylate","252.123","T3D3943"
"IKTHMQYJOWTSJO-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU244706","Celestolide","245.19","T3D4895"
"IMAGWKUTFZRWSB-HWKANZROSA-N","VF-NPL-QEHF026796","Gyromitrin","101.070938110352","T3D2453"
"IMAGWKUTFZRWSB-HWKANZROSA-N","VF-NPL-QEHF026807","Gyromitrin","118.097480773926","T3D2453"
"IMAGWKUTFZRWSB-HWKANZROSA-N","O=CN(N=CC)C","Gyromitrin","123.052879333496","T3D2453"
"IMAGWKUTFZRWSB-HWKANZROSA-N","O=CN(N=CC)C","Gyromitrin","139.026824951172","T3D2453"
"IMEVJVISCHQJRM-UHFFFAOYSA-N","EQ318205","Triflusulfuron-methyl","493.1112","T3D3941"
"IMEVJVISCHQJRM-UHFFFAOYSA-N","WA000234","Triflusulfuron-methyl","493.2","T3D3941"
"IMIDOCRTMDIQIJ-UHFFFAOYSA-N","OC(=NC)OC1=CC=C(C(=C1)C)N(C)C","Pesticide9_Aminocarb_C11H16N2O2_4-(Dimethylamino)-3-methylphenyl methylcarbamate","209.128","T3D0922"
"IMIDOCRTMDIQIJ-UHFFFAOYSA-N","LU066603","Aminocarb","209.1285","T3D0922"
"INISTDXBRIBGOC-XMMISQBUSA-N","MoNA002615","Tau-fluvalinate","503.14","T3D1849"
"INVGWHRKADIJHF-UHFFFAOYSA-N","O1C=2C=CC3=C4C=CC=5C=C6OCOC6=CC5C4=[N+](C=C3C2OC1)C","Sanguinarine","355.08","T3D4022"
"INVGWHRKADIJHF-UHFFFAOYSA-N","RIKENPlaSMA001659","Sanguinarine","332.0911858","T3D4022"
"INVGWHRKADIJHF-UHFFFAOYSA-N","O1C=2C=CC3=C4C=CC=5C=C6OCOC6=CC5C4=[N+](C=C3C2OC1)C","Sanguinarine","333.1","T3D4022"
"INVGWHRKADIJHF-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO009241","Sanguinarine","332/246","T3D4022"
"INVGWHRKADIJHF-UHFFFAOYSA-N","CCMSLIB00000078690","NCGC00015959-03!SANGUINARINE","332.092","T3D4022"
"INVGWHRKADIJHF-UHFFFAOYSA-N","KO004026","Sanguinarine","333","T3D4022"
"INVGWHRKADIJHF-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO009237","Sanguinarine","332","T3D4022"
"INVGWHRKADIJHF-UHFFFAOYSA-N","CCMSLIB00005720179","Sanguinarine","332.095","T3D4022"
"INWLQCZOYSRPNW-UHFFFAOYNA-N","OC(=NC=1C(=CC=CC1C)C)C2N(C)CCCC2","Mepivacaine","247.18048978817","T3D2942"
"IOUNQDKNJZEDEP-UHFFFAOYSA-N","MSBNK-LCSB-LU017506","Phosalone","367.9941","T3D3901"
"IOYNQIMAUDJVEI-BMVIKAAMSA-N","EQ317803","Tepraloxydim","342.1467","T3D3929"
"IPKKHRVROFYTEK-UHFFFAOYSA-N","LU061305","Dipentyl phthalate","307.1904","T3D3654"
"IPRJXAGUEGOFGG-UHFFFAOYSA-N","MSBNK-KWR-KW100801","N-butylbenzenesulphonamide","214.0896","T3D4810"
"IQWYAQCHYZHJOS-UHFFFAOYSA-N","EQ333004","Tetrazepam","289.1102","T3D4587"
"IRCMYGHHKLLGHV-UHFFFAOYNA-N","CCOC1OC2=C(C=C(OS(C)(=O)=O)C=C2)C1(C)C","Ethofumesate; LC-ESI-ITFT; MS2; CE","287.094771","T3D4502"
"IRIAEXORFWYRCZ-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU500509","Benzyl butyl phthalate","312.1356","T3D0195"
"IRIAEXORFWYRCZ-UHFFFAOYSA-N","EQ359702","Benzyl-butyl-phthalate","313.1434","T3D0195"
"ISEUFVQQFVOBCY-UHFFFAOYSA-N","COC1=NC(NC(N1)=NC(C)C)=NC(C)C","Prometon; LC-ESI-ITFT; MS2; CE","226.166237","T3D3905"
"ISRUGXGCCGIOQO-UHFFFAOYSA-N","MSBNK-LCSB-LU036504","Propoxur","210.1125","T3D1003"
"ISRUGXGCCGIOQO-UHFFFAOYSA-N","CCMSLIB00001058927","Pesticide3_Propoxur_C11H15NO3_Baygon","210.112","T3D1003"
"ISRUGXGCCGIOQO-UHFFFAOYSA-N","OC(=NC)OC=1C=CC=CC1OC(C)C","Pesticide3_Propoxur_C11H15NO3_Baygon","232.094","T3D1003"
"ISWSIDIOOBJBQZ-UHFFFAOYSA-N","MSBNK-BGC_Munich-RP022502","Phenol","95.0491","T3D0182"
"IVENSCMCQBJAKW-UHFFFAOYSA-N","MSBNK-Eawag-EA028711","Atrazine-desisopropyl","174.0541","T3D3787"
"IVENSCMCQBJAKW-UHFFFAOYSA-N","KO002381","Deisopropylatrazine","174","T3D3787"
"IWEDIXLBFLAXBO-UHFFFAOYSA-N","EA027508","Dicamba","220.9767","T3D0807"
"IWVCMVBTMGNXQD-PXOLEDIWSA-N","FiehnHILIC002214","Oxytetracycline","461.1499","T3D3953"
"IXSZQYVWNJNRAL-UHFFFAOYSA-N","LU118001","Etoxazole","360.177","T3D3834"
"IXSZQYVWNJNRAL-UHFFFAOYSA-N","FC1=CC=CC(F)=C1C2=NC(C3=CC=C(C=C3OCC)C(C)(C)C)CO2","Pesticide6_Etoxazole_C21H23F2NO2_4-(4-tert-Butyl-2-ethoxyphenyl)-2-(2,6-difluorophenyl)-4,5-dihydro-1,3-oxazole","382.159","T3D3834"
"IYGYMKDQCDOMRE-ZWKOTPCHSA-N","O=C1OC(C2=CC=C3OCOC3=C12)C4C5=CC=6OCOC6C=C5CCN4C","(+)-bicuculline","368.11","T3D4073"
"IYGYMKDQCDOMRE-ZWKOTPCHSA-N","O=C1OC(C2=CC=C3OCOC3=C12)C4C5=CC=6OCOC6C=C5CCN4C","(+)-bicuculline","390.1","T3D4073"
"IYGYMKDQCDOMRE-ZWKOTPCHSA-N","MSBNK-Washington_State_Univ-BML00743","(+)-Bicuculline","368.1129","T3D4073"
"IYGYMKDQCDOMRE-ZWKOTPCHSA-N","VF-NPL-LTQ006419","Bicuculline (+)","390.017255147298","T3D4073"
"IYGYMKDQCDOMRE-ZWKOTPCHSA-N","O=C1OC(C2=CC=C3OCOC3=C12)C4C5=CC=6OCOC6C=C5CCN4C","Bicuculline (+)","390.094787597656","T3D4073"
"IYGYMKDQCDOMRE-ZWKOTPCHSA-N","O=C1OC(C2=CC=C3OCOC3=C12)C4C5=CC=6OCOC6C=C5CCN4C","Bicuculline (+)","406.068695068359","T3D4073"
"IYIKLHRQXLHMJQ-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU273305","Amiodarone","646.031","T3D4737"
"IYIKLHRQXLHMJQ-UHFFFAOYSA-N","FiehnHILIC000183","Amiodarone","646.0302","T3D4737"
"IYRMWMYZSQPJKC-UHFFFAOYSA-N","O=C1C(O)=C(OC=2C=C(O)C=C(O)C1=2)C3=CC=C(O)C=C3","Kaempferol; PlaSMA ID-1404","287.05501","T3D4795"
"IYRMWMYZSQPJKC-UHFFFAOYSA-N","O=C1C(O)=C(OC=2C=C(O)C=C(O)C12)C=3C=CC(O)=CC3","Kaempferol","309.03","T3D4795"
"IYRMWMYZSQPJKC-UHFFFAOYSA-N","O=C1C(O)=C(OC=2C=C(O)C=C(O)C12)C=3C=CC(O)=CC3","Kaempferol","287.05","T3D4795"
"IYRMWMYZSQPJKC-UHFFFAOYSA-N","O=C1C(O)=C(OC=2C=C(O)C=C(O)C12)C=3C=CC(O)=CC3","Kaempferol","287.186107434725","T3D4795"
"IYRMWMYZSQPJKC-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PS040201","Indigo yellow","287.27","T3D4795"
"IYRMWMYZSQPJKC-UHFFFAOYSA-N","O=C1C(O)=C(OC=2C=C(O)C=C(O)C12)C=3C=CC(O)=CC3","kaempferol","304.363541231811","T3D4795"
"IYRMWMYZSQPJKC-UHFFFAOYSA-N","MSBNK-RIKEN-PR100228","Kaempferol","287.05554","T3D4795"
"IYRMWMYZSQPJKC-UHFFFAOYSA-N","MSBNK-IPB_Halle-PN000002","Keampferol","287.052","T3D4795"
"IYRMWMYZSQPJKC-UHFFFAOYSA-N","CCMSLIB00000578416","kaempferol","287.058","T3D4795"
"IYRMWMYZSQPJKC-UHFFFAOYSA-N","CCMSLIB00005720284","Kaempferol","287.615","T3D4795"
"IYRMWMYZSQPJKC-UHFFFAOYSA-N","PM005332","Kaempferol","287","T3D4795"
"IYRMWMYZSQPJKC-UHFFFAOYSA-N","CCMSLIB00005724323","Kaempferol","287.054","T3D4795"
"IYRMWMYZSQPJKC-UHFFFAOYSA-N","O=C1C(O)=C(OC=2C=C(O)C=C(O)C12)C=3C=CC(O)=CC3","Kaempferol","287.047","T3D4795"
"JAUOIFJMECXRGI-UHFFFAOYSA-N","MSBNK-CASMI_2016-SM859701","Desloratadine","311.131","T3D4557"
"JAUOIFJMECXRGI-UHFFFAOYSA-N","ClC=1C=CC2=C(C1)CCC=3C=CC=NC3C2=C4CCNCC4","Desloratadine","156.07","T3D4557"
"JBDHZKLJNAIJNC-LLVKDONJSA-N","MSBNK-LCSB-LU131506","Clodinafop-propargyl","350.059","T3D4486"
"JBIJLHTVPXGSAM-UHFFFAOYSA-N","MSBNK-LCSB-LU051602","2-Naphthylamine","144.0808","T3D4213"
"JBIMVDZLSHOPLA-LSCVHKIXSA-N","MSBNK-Athens_Univ-AU221008","Olopatadine","338.1751","T3D2886"
"JBIMVDZLSHOPLA-LSCVHKIXSA-N","MSBNK-Athens_Univ-AU221031","Olopatadine","360.157","T3D2886"
"JBIWCJUYHHGXTC-AKNGSSGZSA-N","MoNA001196","Doxycycline (anhydrous)","445.1605","T3D3950"
"JCCNYMKQOSZNPW-UHFFFAOYSA-N","LU123701","Loratadine","383.1521","T3D2796"
"JDSHMPZPIAZGSV-UHFFFAOYSA-N","MSBNK-Eawag-EQ315106","Melamine","127.0727","T3D3520"
"JDSHMPZPIAZGSV-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU387032","Melamine","149.0546","T3D3520"
"JEDYYFXHPAIBGR-UHFFFAOYSA-N","WA000137","Butafenacil","492.27","T3D3803"
"JJCFRYNCJDLXIK-UHFFFAOYSA-N","FiehnHILIC000287","Cyproheptadine","288.1741","T3D2790"
"JJCFRYNCJDLXIK-UHFFFAOYSA-N","C=1C=CC2=C(C1)C=CC=3C=CC=CC3C2=C4CCN(C)CC4","Cyproheptadine","288.17467613217","T3D2790"
"JLYFCTQDENRSOL-UHFFFAOYSA-N","EA025408","Dimethenamid-P","276.082","T3D3830"
"JOFWLTCLBGQGBO-UHFFFAOYSA-N","ClC=1C=CC2=C(C1)C(=NCC3=NN=C(N32)C)C=4C=CC=CC4Cl","Triazolam","343.05117825217","T3D2564"
"JOFWLTCLBGQGBO-UHFFFAOYSA-N","FiehnHILIC002381","Triazolam","343.0522","T3D2564"
"JRURYQJSLYLRLN-BJMVGYQFSA-N","N#CC(=CC1=CC(O)=C(O)C(=C1)[N+](=O)[O-])C(=O)N(CC)CC","Entacapone","306.108","T3D2808"
"JWAZRIHNYRIHIV-UHFFFAOYSA-N","MSBNK-LCSB-LU087705","2-Naphthalenol","145.0648","T3D3970"
"JXLYSJRDGCGARV-XQKSVPLYSA-N","MSBNK-RIKEN_ReSpect-PM000607","Vinblastine","811","T3D4017"
"JZUFKLXOESDKRF-UHFFFAOYSA-N","NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1Cl","Hydrochlorothiazide; LC-ESI-ITFT; MS2; CE","297.971751","T3D4781"
"KCXVZYZYPLLWCC-UHFFFAOYSA-N","MSBNK-Eawag-EQ500501","Edetic acid (EDTA)","293.0979","T3D4977"
"KCXVZYZYPLLWCC-UHFFFAOYSA-N","O=C(O)CN(CC(=O)O)CCN(CC(=O)O)CC(=O)O","Ethylenediaminetetraacetic acid EDTA","293.097","T3D4977"
"KCXVZYZYPLLWCC-UHFFFAOYSA-N","CCMSLIB00005435780","Ethylenediaminetetraacetic acid EDTA","315.079","T3D4977"
"KCXZNSGUUQJJTR-UHFFFAOYSA-N","LU131406","Dihexyl phthalate","335.2217","T3D3653"
"KDLRVYVGXIQJDK-NOWPCOIGSA-N","EA065712","Clindamycin","425.1871","T3D3497"
"KIEDNEWSYUYDSN-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU254805","Clomazone","240.0786","T3D4487"
"KJADKKWYZYXHBB-XBWDGYHZSA-N","O=S(=O)(OCC12OCC3OC(OC3C2OC(O1)(C)C)(C)C)N","Topiramate","378.104121928312","T3D2733"
"KJADKKWYZYXHBB-XBWDGYHZSA-N","CCMSLIB00000078147","Topiramate","362.088","T3D2733"
"KJADKKWYZYXHBB-XBWDGYHZSA-N","O=S(=O)(OCC12OCC3OC(OC3C2OC(O1)(C)C)(C)C)N","TOPIRAMATE","340.106","T3D2733"
"KJCVRFUGPWSIIH-UHFFFAOYSA-N","LU113605","1-Naphthol","145.0648","T3D3968"
"KJFMBFZCATUALV-UHFFFAOYSA-N","LU017303","Phenolphthalein","319.0965","T3D4708"
"KJONHKAYOJNZEC-UHFFFAOYSA-N","AU153506","Nitrazepam","282.0873","T3D3057"
"KJPRLNWUNMBNBZ-QPJJXVBHSA-N","O=C\C=C\C1=CC=CC=C1","CINNAMALDEHYDE","133.0647914","T3D4985"
"KJPRLNWUNMBNBZ-QPJJXVBHSA-N","CCMSLIB00005724011","Cinnamaldehyde","133.064","T3D4985"
"KJPRLNWUNMBNBZ-QPJJXVBHSA-N","FiehnHILIC000260","Cinnamaldehyde","133.0608","T3D4985"
"KLBQZWRITKRQQV-UHFFFAOYNA-N","CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1","Thioridazine; LC-ESI-QTOF; MS2; CE","371.161017","T3D2858"
"KNAHARQHSZJURB-UHFFFAOYSA-N","MSBNK-Keio_Univ-KO003764","Propylthiouracil","171","T3D4712"
"KNAHARQHSZJURB-UHFFFAOYSA-N","AU122406","Propylthiouracil","171.0587","T3D4712"
"KNHUKKLJHYUCFP-UHFFFAOYSA-N","AU271902","Clofibrate","243.0782","T3D4784"
"KPYSYYIEGFHWSV-UHFFFAOYNA-N","NCC(CC(O)=O)C1=CC=C(Cl)C=C1","(+-)-Baclofen; LC-ESI-QTOF; MS2; CE","214.062933","T3D2554"
"KQKPFRSPSRPDEB-UHFFFAOYSA-N","O=S(=O)(NC)CC=1C=CC=2NC=C(C2C1)CCN(C)C","Sumatriptan","296.14272455417","T3D2856"
"KQKPFRSPSRPDEB-UHFFFAOYSA-N","FiehnHILIC000773","Sumatriptan","296.1423","T3D2856"
"KRMDCWKBEZIMAB-UHFFFAOYSA-N","FIO00473","Amitryptiline","278.190325736","T3D2480"
"KUAZQDVKQLNFPE-UHFFFAOYSA-N","EQ372405","Thiram","240.9956","T3D4542"
"KVWDHTXUZHCGIO-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU151704","Olanzapine","313.1481","T3D2754"
"KVWDHTXUZHCGIO-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU151731","Olanzapine","335.1301","T3D2754"
"KVWDHTXUZHCGIO-UHFFFAOYSA-N","CCMSLIB00000078491","Olanzapine (Zyprexa)","157.078","T3D2754"
"KWGRBVOPPLSCSI-WPRPVWTQSA-N","CN[C@@H](C)[C@H](O)C1=CC=CC=C1","Ephedrine; LC-ESI-ITFT; MS2; CE","166.122641","T3D3040"
"KWGRBVOPPLSCSI-WPRPVWTQSA-N","OC(C=1C=CC=CC1)C(NC)C","Pseudoephedrine","166.113","T3D3040"
"KWTSXDURSIMDCE-QMMMGPOBSA-N","FiehnHILIC000188","Amphetamine","136.112","T3D3051"
"KWTSXDURSIMDCE-QMMMGPOBSA-N","FiehnHILIC001763","Amphetamine","136.1113","T3D3051"
"KWTSXDURSIMDCE-UHFFFAOYNA-N","CC(N)CC1=CC=CC=C1","Amphetamine; LC-ESI-ITFT; MS2; CE","136.112076","T3D2706"
"KZAUOCCYDRDERY-UITAMQMPSA-N","O=C(C(=NOC(O)=NC)SC)N(C)C","Pesticide2_Oxamyl_C7H13N3O3S_VYDATE","242.057","T3D0992"
"KZNIFHPLKGYRTM-UHFFFAOYSA-N","O=C1C=C(OC=2C=C(O)C=C(O)C12)C=3C=CC(O)=CC3","5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one","271.06","T3D4888"
"KZNIFHPLKGYRTM-UHFFFAOYSA-N","O=C1C=C(OC=2C=C(O)C=C(O)C12)C=3C=CC(O)=CC3","5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one","293.04","T3D4888"
"KZNIFHPLKGYRTM-UHFFFAOYSA-N","MSBNK-RIKEN_ReSpect-PS039302","Apigenol","271.27","T3D4888"
"KZNIFHPLKGYRTM-UHFFFAOYSA-N","PT103930","Apigenin","271.06062","T3D4888"
"KZNIFHPLKGYRTM-UHFFFAOYSA-N","MSBNK-IPB_Halle-PN000010","Apigenin","271.057","T3D4888"
"KZNIFHPLKGYRTM-UHFFFAOYSA-N","O=C1C=C(OC=2C=C(O)C=C(O)C12)C=3C=CC(O)=CC3","Apigenin","271.18349387429","T3D4888"
"KZNIFHPLKGYRTM-UHFFFAOYSA-N","CCMSLIB00005724327","Apigenin","271.059","T3D4888"
"KZNIFHPLKGYRTM-UHFFFAOYSA-N","PM018404","Apigenin","271","T3D4888"
"KZNIFHPLKGYRTM-UHFFFAOYSA-N","O=C1C=C(OC=2C=C(O)C=C(O)C12)C=3C=CC(O)=CC3","Apigenin","271.055","T3D4888"
"LAHWLEDBADHJGA-UHFFFAOYSA-N","MSBNK-Athens_Univ-AU592120","PCB 101","323.8828","T3D0490"
"LCCNCVORNKJIRZ-UHFFFAOYSA-N","EQ311506","Parathion","292.0403","T3D0145"
"LCSDQFNUYFTXMT-UHFFFAOYSA-N","O=C1OC2=CC(O)=CC(=C2C3=CC(OC)=CC(O)=C13)C","Alternariol monomethylether","295.06","T3D3728"
"LCSDQFNUYFTXMT-UHFFFAOYSA-N","MSBNK-HBM4EU-HB004069","Alternariol monomethyl ether","273.0757","T3D3728"
"LCSDQFNUYFTXMT-UHFFFAOYSA-N","AC000065","Alternariol methyl ether","273.0752","T3D3728"
"LCSDQFNUYFTXMT-UHFFFAOYSA-N","O=C1OC2=CC(O)=CC(=C2C3=CC(OC)=CC(O)=C13)C","Alternariol monomethylether","273.08","T3D3728"
"LCSDQFNUYFTXMT-UHFFFAOYSA-N","O=C1OC2=CC(O)=CC(=C2C3=CC(OC)=CC(O)=C13)C","alternariol monomethyl ether","310.985438028971","T3D3728"
"LCSDQFNUYFTXMT-UHFFFAOYSA-N","O=C1OC2=CC(O)=CC(=C2C3=CC(OC)=CC(O)=C13)C","Alternariol monomethyl ether_120111","273.078","T3D3728"
"LGLFFNDHMLKUMI-UHFFFAOYSA-N","FIO00347","Crystal violet","372.242875800181","T3D4821"
"LKJPYSCBVHEWIU-UHFFFAOYNA-N","N#CC1=CC=C(N=C(O)C(O)(C)CS(=O)(=O)C2=CC=C(F)C=C2)C=C1C(F)(F)F","Bicalutamide","431.06831721717","T3D4818"
"LKYQLAWMNBFNJT-UHFFFAOYSA-N","CO000058","Anileridine","353.22302","T3D2929"
"LKYQLAWMNBFNJT-UHFFFAOYSA-N","CCOC(=O)C1(CCN(CCC2=CC=C(N)C=C2)CC1)C1=CC=CC=C1","Anileridine; LC-ESI-QTOF; MS2; CE","353.222355","T3D2929"
"LLEJIEBFSOEYIV-UHFFFAOYSA-N","MSBNK-RIKEN-PR301722","Chelerythrine","348.1224859","T3D4086"
"LLEJIEBFSOEYIV-UHFFFAOYSA-N","O(C=1C=CC2=C3C=CC=4C=C5OCOC5=CC4C3=[N+](C=C2C1OC)C)C","Chelerythrine","371.11","T3D4086"
"LLEJIEBFSOEYIV-UHFFFAOYSA-N","O(C=1C=CC2=C3C=CC=4C=C5OCOC5=CC4C3=[N+](C=C2C1OC)C)C","Chelerythrine","349.13","T3D4086"
"LLEMOWNGBBNAJR-UHFFFAOYSA-N","LU139206","2-phenylphenate tetrahydrate","171.0804","T3D3981"
"LLPOLZWFYMWNKH-CMKMFDCUSA-N","EQ333201","Hydrocodone","300.1594","T3D2941"
"LLPOLZWFYMWNKH-CMKMFDCUSA-N","FiehnHILIC001994","Hydrocodone","300.1631","T3D2941"
"LMEKQMALGUDUQG-UHFFFAOYSA-N","LU126205","Azathioprine","278.0455","T3D4677"
"LMVPQMGRYSRMIW-KRWDZBQOSA-N","EQ305604","Fenamidone","312.1165","T3D3836"
"LNEPOXFFQSENCJ-UHFFFAOYSA-N","MSBNK-LCSB-LU058804","Haloperidol","376.1474","T3D2576"
"LNEPOXFFQSENCJ-UHFFFAOYSA-N","FiehnHILIC001981","Haloperidol","376.1526","T3D2576"
"LNJNFVJKDJYTEU-UHFFFAOYSA-N","CCMSLIB00001058440","Pesticide3_Diethofencarb_C14H21NO4_Powmil","268.154","T3D0959"
"LOUPRKONTZGTKE-WZBLMQSHSA-N","LU027005","Quinine","325.1911","T3D2800"
"LPMXVESGRSUGHW-HBYQJFLCSA-N","FIO00252","Ouabain","585.290552848","T3D4018"
